Dept,Q_2010,Q_2011,Q_2012,Quarter,Store
95,718694.51,1024989.03,1105710.5599999998,1,24
95,1257142.85,1197895.55,1251283.3699999999,2,24
95,1357720.83,1461270.13,1362518.1899999997,3,24
95,1205779.9400000002,1122598.5899999999,366099.32000000007,4,24
96,99459.43000000001,110749.87,134253.78999999998,1,24
96,223441.56,159152.41,190341.17,2,24
96,239034.05,221853.48,223055.58000000002,3,24
96,146897.13999999998,153912.12,45949.07,4,24
97,136322.97999999998,203923.79999999996,223316.09000000003,1,24
97,239102.27999999997,246147.78999999998,258006.72999999998,2,24
97,255410.71000000005,283564.92000000004,271480.0,3,24
97,235656.89999999994,228221.78000000003,78334.87,4,24
98,82815.75,102694.90999999999,115964.06,1,24
98,135211.52,120814.55,134107.55000000002,2,24
98,132615.3,133619.87,130844.78,3,24
98,145576.75,134257.56999999998,44170.12,4,24
99,0.0,600.0,2185.0,1,24
99,0.0,290.0,668.16,2,24
99,0.0,780.0,140.25,3,24
99,0.01,10380.0,680.0,4,24
1,164922.63999999998,204388.47999999998,242371.84999999998,1,25
1,252039.07000000004,278697.66000000003,226441.40000000002,2,25
1,201257.11,214504.97999999998,196307.55,3,25
1,415979.76,375781.3,108171.54000000001,4,25
2,268497.94,395219.6400000001,448782.28,1,25
2,492879.36000000004,466527.67000000004,483266.51000000007,2,25
2,508967.17000000004,531713.41,510546.79999999993,3,25
2,514308.30999999994,509181.77,142706.55,4,25
3,73249.25,122479.37000000001,119131.79000000002,1,25
3,114456.51999999999,104359.37999999999,88942.23000000001,2,25
3,236358.22,256433.75,244772.34,3,25
3,152103.15,141900.62000000002,31516.11,4,25
4,152002.0,212223.25,251429.69999999995,1,25
4,266741.7,248941.58000000002,273029.49,2,25
4,274369.76,293077.85000000003,278734.32,3,25
4,295412.97000000003,282841.67000000004,81453.84,4,25
5,115181.93999999999,112131.53,137355.75999999998,1,25
5,142471.65000000002,130215.4,119108.04999999999,2,25
5,104102.7,118750.73000000001,122819.54000000001,3,25
5,335297.46,296656.54,42397.19,4,25
6,27256.24,26217.45,26946.36,1,25
6,55141.189999999995,52757.35,40134.01,2,25
6,52220.42999999999,42419.44,33877.159999999996,3,25
6,97963.26000000001,73880.42,8873.130000000001,4,25
7,102323.7,121717.90999999999,138448.58,1,25
7,243178.58,211438.38,225135.41999999995,2,25
7,202043.58,195395.76000000004,187821.83000000002,3,25
7,451266.75,433910.64,57234.729999999996,4,25
8,233543.72999999998,332282.81,377340.2200000001,1,25
8,385835.84,383485.93000000005,388405.08,2,25
8,377519.73000000004,405529.51999999996,397945.11,3,25
8,441172.48999999993,416540.13,130143.98000000001,4,25
9,71540.21,89544.51999999999,125802.40000000002,1,25
9,238946.52000000002,230605.21000000002,262017.89,2,25
9,215038.72,227344.03,216592.79,3,25
9,181343.19999999998,183617.85,50570.91,4,25
10,143426.00999999998,197421.96,250251.00999999995,1,25
10,243316.53,249207.8,266578.57999999996,2,25
10,244911.40000000002,272672.07,271309.36,3,25
10,331895.64,323086.98000000004,94908.97,4,25
11,75145.73999999999,108817.03999999998,124324.8,1,25
11,146635.49000000002,151571.56,147738.31,2,25
11,157421.94000000003,165271.03000000006,143031.56999999998,3,25
11,180907.80000000002,167432.19999999998,39825.79,4,25
12,19925.5,24125.019999999997,34989.41,1,25
12,49321.16,45819.810000000005,51374.06,2,25
12,48848.38000000001,51621.39,44485.09,3,25
12,36260.700000000004,37189.45,12480.83,4,25
13,198444.10000000003,280703.11,317395.48,1,25
13,343113.91,318354.92,319351.72000000003,2,25
13,356063.99,370100.4,345267.06,3,25
13,351635.91,332987.1499999999,104063.86,4,25
14,78338.26999999999,116661.43999999999,120315.41999999998,1,25
14,137265.21000000002,124368.23999999999,122148.57,2,25
14,141122.86,135389.68,124163.11999999998,3,25
14,247113.83000000002,230603.92,35141.22,4,25
16,58934.12,58116.68000000001,90169.23000000001,1,25
16,468859.68000000005,385554.57,423195.35,2,25
16,243349.80999999997,234742.85999999996,204619.58000000002,3,25
16,62822.93999999999,53279.79,19068.46,4,25
17,82956.34000000001,112678.77,117186.93000000001,1,25
17,132640.69,117996.90000000001,113994.59,2,25
17,130200.22,131608.77000000002,132778.66,3,25
17,189334.39,178073.57,45006.270000000004,4,25
18,22718.9,20958.979999999996,26722.540000000005,1,25
18,20016.69,21599.829999999998,10111.84,2,25
18,4756.4,9821.41,16292.169999999998,3,25
18,307252.58999999997,328658.43000000005,41986.84,4,25
19,15.0,0.0,1.5,1,25
20,30190.14,41682.35,42265.53,1,25
20,60974.9,55213.11,51175.770000000004,2,25
20,60546.63999999999,56402.26,53011.89,3,25
20,49627.03,45799.810000000005,11485.24,4,25
21,42695.04,53595.71,63434.69,1,25
21,73859.76,63492.89000000001,66682.78,2,25
21,72327.16,70094.93999999999,63609.130000000005,3,25
21,80592.04000000001,76151.29,18219.12,4,25
22,47979.82,72365.87,74231.24,1,25
22,71941.22,71147.53,66182.34,2,25
22,83556.01000000001,86643.20000000001,79670.97,3,25
22,132305.72,120988.04999999999,22363.059999999998,4,25
23,110560.29,135640.06999999998,168819.11,1,25
23,227371.74,205910.66000000003,235429.53000000003,2,25
23,197275.25,200295.16,209732.78,3,25
23,285527.23,268758.89,69277.86000000002,4,25
24,23556.170000000002,24862.52,32012.15,1,25
24,41707.51,37270.44,36580.93,2,25
24,36304.020000000004,41916.24,39126.87,3,25
24,53071.329999999994,50450.240000000005,13723.140000000001,4,25
25,52595.62,62221.54,88588.97,1,25
25,110188.91000000002,103234.98000000001,100255.62000000001,2,25
25,84837.98,90493.48999999999,87520.34,3,25
25,111672.51,97152.49,29238.93,4,25
26,32235.190000000002,37571.13,50373.38,1,25
26,52850.39,49530.1,49546.41,2,25
26,40763.6,46183.87,47089.149999999994,3,25
26,67993.0,63567.560000000005,18273.14,4,25
27,10329.0,14636.019999999999,13872.460000000001,1,25
27,15349.75,12093.270000000002,12358.97,2,25
27,12670.67,11938.080000000002,11697.570000000002,3,25
27,28874.73,23418.079999999998,5405.02,4,25
28,5463.79,7012.18,7392.79,1,25
28,8755.33,7523.709999999999,6596.46,2,25
28,5403.84,5500.7,5017.83,3,25
28,12647.619999999999,10488.81,3633.91,4,25
29,26413.39,40541.39,41236.5,1,25
29,44444.98,45672.049999999996,46025.4,2,25
29,40509.67,44597.86,49552.649999999994,3,25
29,58805.67999999999,61302.36,13281.52,4,25
30,20402.91,22049.640000000007,24518.08,1,25
30,42508.82,33583.42,31240.349999999995,2,25
30,35811.880000000005,35865.84,32148.489999999998,3,25
30,24288.999999999996,23146.629999999997,7527.76,4,25
31,13324.050000000001,15737.15,15198.17,1,25
31,21195.94,18333.39,16317.41,2,25
31,23036.889999999996,25520.899999999998,23759.89,3,25
31,29882.95,28635.210000000003,5854.2,4,25
32,31900.26,36825.41,34964.01,1,25
32,64329.21000000001,50717.619999999995,51953.26999999999,2,25
32,54472.82000000001,49422.89,44389.520000000004,3,25
32,70040.87999999999,65121.94,12605.62,4,25
33,24072.24,27695.64,31142.250000000004,1,25
33,43526.44999999999,37705.82,34343.2,2,25
33,35070.49000000001,40965.49,33973.27,3,25
33,50744.07,46862.55999999999,12347.460000000001,4,25
34,88828.63,97309.56000000001,106393.66,1,25
34,201134.95,172708.95,180487.22000000003,2,25
34,148103.81,152035.11000000002,143108.7,3,25
34,153506.31,135468.22,41295.21,4,25
35,12491.869999999999,20684.42,27755.739999999998,1,25
35,37744.25,34548.22,37354.17,2,25
35,31637.579999999994,28345.210000000003,24075.26,3,25
35,34761.38,28516.75,7765.27,4,25
36,7430.5,11541.5,16418.72,1,25
36,22935.5,26342.510000000002,25278.0,2,25
36,16916.0,13794.82,9626.83,3,25
36,20778.5,14333.970000000001,3304.0199999999995,4,25
37,22275.36,32174.800000000003,40410.13,1,25
37,35809.48,37460.71,36851.32,2,25
37,34039.57,40354.130000000005,37245.19999999999,3,25
37,47353.92,48951.95,13498.17,4,25
38,365180.93000000005,539587.6200000001,579346.0,1,25
38,620257.74,593722.07,543378.3600000001,2,25
38,599662.51,639450.62,544471.52,3,25
38,622068.2499999999,576029.77,158598.59999999998,4,25
40,336464.88,489901.55,566638.54,1,25
40,556811.6,526758.47,567955.68,2,25
40,543314.52,566540.2500000001,576272.94,3,25
40,579785.4700000001,555170.85,171950.25,4,25
41,6488.279999999999,57806.75000000001,12530.24,1,25
41,13698.84,8092.66,8257.759999999998,2,25
41,46597.35,50778.6,42272.439999999995,3,25
41,118549.86,88613.26000000001,18642.690000000002,4,25
42,38269.61,56373.28,69775.22,1,25
42,68821.73,72702.70999999999,74882.04,2,25
42,69644.11,79241.51,76187.12999999999,3,25
42,67717.18,68250.93,23281.68,4,25
44,30023.949999999997,44317.0,45734.08,1,25
44,52847.26,47664.58,47446.67,2,25
44,48985.4,49467.520000000004,45302.439999999995,3,25
44,74573.06,64350.26,17366.61,4,25
45,52.35000000000001,10.47,71.82000000000001,1,25
45,62.82,10.47,95.75999999999999,2,25
46,131533.81,200373.64,227368.22999999998,1,25
46,259586.39,263990.18,286144.41,2,25
46,234305.80000000002,254297.11000000002,247340.94000000003,3,25
46,258147.09,240112.48,69142.2,4,25
47,43.0,13.0,-5.0,1,25
47,71.71000000000001,0.0,160.0,2,25
48,16.96,0.0,-87.87,2,25
48,0.0,0.0,-98.37,3,25
49,98828.26000000001,131412.77000000002,144183.26000000004,1,25
49,160453.17,134738.78,148007.71,2,25
49,150924.91999999998,156009.59,156855.28,3,25
49,142042.41999999998,145460.9,48666.969999999994,4,25
50,19706.0,24954.5,30807.0,1,25
50,32024.0,25561.5,27883.0,2,25
50,27647.0,33227.0,31537.0,3,25
50,27565.0,25882.0,8433.0,4,25
52,12454.099999999999,14056.149999999998,15328.149999999998,1,25
52,21113.82,18545.930000000004,19194.489999999998,2,25
52,16289.410000000002,19600.120000000003,19106.77,3,25
52,26259.15,26684.980000000003,5812.68,4,25
54,613.47,280.75000000000006,54.52,1,25
54,1358.8200000000002,280.28,205.41,2,25
54,736.44,217.12,151.51999999999998,3,25
54,831.13,365.6,4.88,4,25
55,64153.18,61990.51,60251.520000000004,1,25
55,82601.68,69225.20000000001,56207.759999999995,2,25
55,73541.87999999999,65316.90000000001,51080.23,3,25
55,223955.96000000002,185937.99000000002,16891.23,4,25
56,14557.449999999999,13691.75,22656.03,1,25
56,158257.63999999998,146327.73000000004,137580.34,2,25
56,29803.489999999998,29803.409999999996,28966.08,3,25
56,16581.52,17667.620000000003,7521.5199999999995,4,25
58,5724.0,7235.0,7299.0,1,25
58,11834.0,4560.0,5435.0,2,25
58,8829.0,8490.0,7210.0,3,25
58,7869.0,5900.0,1225.0,4,25
59,7093.650000000001,6226.870000000001,3890.38,1,25
59,12240.59,4911.58,3232.1500000000005,2,25
59,9185.79,4751.289999999999,2884.83,3,25
59,15888.68,8187.629999999999,595.62,4,25
60,0.0,1708.7999999999997,2202.4,1,25
60,49.0,2782.4,2916.0,2,25
60,28.0,2578.4,2907.0,3,25
60,49.0,3036.0,720.0,4,25
67,74956.66,91232.11000000002,101802.06999999999,1,25
67,143808.62,131089.16999999998,140358.59,2,25
67,86225.44,92825.86,87671.99,3,25
67,133050.96,129319.65,34483.55,4,25
71,29742.389999999996,34861.149999999994,35579.979999999996,1,25
71,39517.96000000001,40307.94,36092.64,2,25
71,43672.979999999996,42499.57000000001,45772.39,3,25
71,44834.78,50085.259999999995,12348.52,4,25
72,345863.49,474745.20999999996,425593.88,1,25
72,435735.38999999996,393464.92000000004,381012.50999999995,2,25
72,472082.02999999997,446707.62,417212.43999999994,3,25
72,870494.93,771349.77,126194.83999999998,4,25
74,86218.46999999999,137538.0,148461.69,1,25
74,146675.94,141995.29000000004,137929.05000000002,2,25
74,168423.09000000003,171037.65000000002,165182.0,3,25
74,174901.78000000003,174615.36,44261.98,4,25
78,0.0,0.0,12.88,1,25
78,0.0,0.0,13.0,2,25
79,72782.64,95800.17000000003,105265.32999999999,1,25
79,118070.06,110232.34,112455.06,2,25
79,117625.06000000001,116485.01000000001,109996.40999999999,3,25
79,121846.04,107281.80000000002,34118.75,4,25
80,149.9,527.3,6672.610000000001,1,25
80,101.50999999999999,6184.98,7319.439999999999,2,25
80,353.21999999999997,6712.1799999999985,6922.26,3,25
80,671.9900000000001,7724.74,2285.5099999999998,4,25
81,60802.47999999999,90889.26000000001,114718.31000000001,1,25
81,100738.63999999998,98692.01000000001,120599.80999999998,2,25
81,94927.74000000002,108028.71,117813.95000000001,3,25
81,106598.20000000001,101643.55,37404.96,4,25
82,69331.91,102885.30000000002,126407.04,1,25
82,119405.77999999998,123295.46,145871.38,2,25
82,123688.06,139922.53,144334.59,3,25
82,197409.11,198435.5,45200.65,4,25
83,4026.96,4195.0599999999995,2985.58,1,25
83,5345.319999999999,2514.88,2007.4200000000003,2,25
83,4942.860000000001,2818.7799999999993,2660.0400000000004,3,25
83,6263.34,3062.8399999999997,759.16,4,25
85,22386.439999999995,29668.8,27996.120000000003,1,25
85,48684.869999999995,36640.79,37745.76,2,25
85,57072.18000000001,46830.479999999996,42081.2,3,25
85,63169.47,62567.01999999999,11816.300000000001,4,25
87,48358.36000000001,71328.48,87998.41,1,25
87,73336.09999999999,76982.1,90450.88,2,25
87,79452.45,89776.69000000002,95123.23000000001,3,25
87,88228.48000000001,97596.94,24670.41,4,25
90,97094.28,139021.2,169845.1,1,25
90,144771.31,141349.25999999998,153325.29,2,25
90,143665.36,158590.62,158202.66999999998,3,25
90,178042.17,167870.78,54583.259999999995,4,25
91,66519.22,90520.15,104283.14,1,25
91,98246.95000000001,98967.95,103160.13,2,25
91,92540.84,109735.52,109879.66,3,25
91,101781.21999999999,100560.42000000001,34524.71000000001,4,25
92,292992.71,428384.49,550341.6699999999,1,25
92,452924.1,466781.03,526193.6799999999,2,25
92,436391.75,532067.69,547182.85,3,25
92,556571.4899999999,584071.83,182284.59,4,25
93,5745.75,6054.359999999999,9640.75,1,25
93,10130.71,10027.06,12676.380000000001,2,25
93,10968.359999999999,11449.86,13856.88,3,25
93,8298.98,9136.160000000002,3232.64,4,25
94,3575.67,3966.9300000000003,60377.79999999999,1,25
94,3733.6800000000003,4343.35,67518.4,2,25
94,40.5,33686.54,65946.43,3,25
94,12872.64,41089.490000000005,20915.96,4,25
95,324029.64,449599.85,540249.28,1,25
95,651784.6799999999,557832.81,617739.85,2,25
95,614079.1400000001,641856.9600000001,623326.02,3,25
95,551614.53,536314.23,182307.13,4,25
96,0.0,0.0,-1.27,3,25
97,20267.29,29671.7,34605.090000000004,1,25
97,35199.62,35213.44,37748.13,2,25
97,34330.68000000001,36524.399999999994,37605.76,3,25
97,38259.219999999994,35587.240000000005,12035.269999999999,4,25
98,979.1800000000001,441.98,18123.89,1,25
98,480.19000000000005,2607.2699999999995,18267.77,2,25
98,1238.45,4367.09,20144.2,3,25
98,2764.4500000000003,16753.68,4396.94,4,25
1,185557.16999999998,196461.86000000002,224040.96000000005,1,26
1,272249.77999999997,234488.74999999997,227660.16,2,26
1,227246.88999999998,232319.24999999997,217676.25999999998,3,26
1,349870.67000000004,321894.33,85129.02,4,26
2,204079.34999999998,296098.23,321945.25,1,26
2,351448.27999999997,334072.45999999996,341801.79999999993,2,26
2,388019.69,410167.17999999993,381918.89999999997,3,26
2,394382.51000000007,385424.82,108559.96,4,26
3,51919.19,76055.51000000001,84249.79999999999,1,26
3,69708.98,69157.55,68181.92,2,26
3,136604.54,142444.56,133362.27999999997,3,26
3,97650.06,98309.53,24464.39,4,26
4,180018.55,263557.71,301415.14999999997,1,26
4,303686.44,301473.98000000004,327960.75,2,26
4,339216.79999999993,374540.4,357461.71,3,26
4,331285.21,321305.45,101308.13,4,26
5,167905.20999999996,221399.30000000002,214052.78999999998,1,26
5,195634.59999999998,171941.78999999998,152811.22,2,26
5,190210.28999999998,187895.81,166934.34999999998,3,26
5,425156.89,358950.66,62410.25,4,26
6,34419.630000000005,37773.340000000004,32508.950000000004,1,26
6,60305.08000000001,46285.79,45142.31,2,26
6,68284.83,66531.33,59175.19999999999,3,26
6,105536.01000000001,92985.46,16955.95,4,26
7,104150.40999999999,122447.39000000001,139032.56,1,26
7,205490.75,192953.29,185429.08000000002,2,26
7,183280.29000000004,191395.69999999998,178098.97,3,26
7,383739.61,391023.60000000003,52093.520000000004,4,26
8,245004.47,334980.27,373937.47,1,26
8,362263.84,346505.41000000003,365689.55999999994,2,26
8,362978.69,402473.57999999996,384025.7,3,26
8,416602.51,388447.04,120469.43999999999,4,26
9,72215.52,97603.29000000001,111132.0,1,26
9,241756.96,211949.66999999998,258234.24999999997,2,26
9,288923.53,312803.9699999999,284343.46,3,26
9,216953.21000000002,199409.86,72229.58,4,26
10,69704.43,97310.98,112088.78000000001,1,26
10,141310.61000000002,128304.79999999999,135290.53,2,26
10,147367.11999999997,155637.16,145414.84999999998,3,26
10,148395.60000000003,133243.27,40644.520000000004,4,26
11,95819.87,121341.21999999999,134514.79,1,26
11,171707.36,156287.91,179299.22,2,26
11,189640.52999999997,181182.16,173297.09,3,26
11,196714.89,178672.36999999997,53250.29,4,26
12,29259.960000000003,32968.38,42727.68,1,26
12,71007.90999999999,60484.200000000004,68848.68999999999,2,26
12,78052.88,77334.86,76932.68000000001,3,26
12,47916.71000000001,44431.439999999995,17208.800000000003,4,26
13,169775.64,239811.92000000004,259612.20999999996,1,26
13,281473.22,261743.22999999998,270863.79,2,26
13,297997.91000000003,305255.08,302063.92,3,26
13,288022.46,259179.21,89466.91,4,26
14,84279.16,108992.43999999999,121711.79999999997,1,26
14,123870.62000000001,114067.90999999999,122372.20999999999,2,26
14,131368.31,137235.49,135548.31,3,26
14,221056.41999999998,205854.50999999998,44260.3,4,26
16,34595.79,36918.44,73709.76000000001,1,26
16,354564.87999999995,328873.18000000005,358027.22000000003,2,26
16,158978.28,187174.89,158924.08,3,26
16,43595.42999999999,42978.76000000001,17356.1,4,26
17,70724.42,83336.3,90444.54999999999,1,26
17,96383.67,83890.7,87035.43000000001,2,26
17,102456.52000000002,101140.98000000001,99275.92000000001,3,26
17,136514.93,131455.93,35157.15,4,26
18,15397.17,13378.14,14670.28,1,26
18,12250.32,5225.950000000002,2491.419999999999,2,26
18,5876.05,9941.69,7973.400000000001,3,26
18,164936.21000000002,145799.69,24937.99,4,26
19,10008.669999999998,13136.969999999998,16002.5,1,26
19,15345.03,13949.92,14124.650000000001,2,26
19,18688.26,16215.830000000002,15114.039999999999,3,26
19,25021.92,19498.59,6398.28,4,26
20,29684.059999999998,39876.23,38776.06,1,26
20,46960.240000000005,38870.42,45246.15,2,26
20,53495.740000000005,55125.65,52917.61,3,26
20,42613.82,40758.53,12525.02,4,26
21,48412.39,58942.60999999999,58154.51,1,26
21,74867.83,64508.83999999999,61889.649999999994,2,26
21,88750.52,80203.7,82681.31999999999,3,26
21,90436.5,77614.5,21693.49,4,26
22,52233.66,64398.04,69595.95,1,26
22,65209.81,63089.39000000001,62049.19,2,26
22,83575.87000000001,88032.34,91521.88,3,26
22,106449.18999999999,94373.05,27390.5,4,26
23,89187.01000000001,118560.62,121952.94,1,26
23,162149.41,148229.81999999998,167914.99000000002,2,26
23,185312.75,189727.65999999997,181991.71000000002,3,26
23,235777.49000000002,227360.30999999994,60650.68,4,26
24,18678.21,20999.52,21849.199999999997,1,26
24,29412.769999999997,30206.37,29650.309999999998,2,26
24,43096.22,43119.54,39771.24999999999,3,26
24,53286.18,44912.33999999999,10803.099999999999,4,26
25,39380.92,46961.21000000001,63944.08000000001,1,26
25,86625.2,88634.37,91687.22,2,26
25,85821.84,99651.05999999998,90608.04000000001,3,26
25,96354.52,94533.56999999999,26755.65,4,26
26,28559.58,34894.71,39717.31,1,26
26,40871.780000000006,42903.43,40138.55000000001,2,26
26,41827.08,44433.81,45013.71000000001,3,26
26,67886.89999999998,57500.24,17168.55,4,26
27,7832.96,10064.0,11945.399999999998,1,26
27,10207.42,10709.07,10561.88,2,26
27,10950.35,11225.550000000003,11471.420000000002,3,26
27,19375.780000000002,17561.309999999998,5638.68,4,26
28,3313.91,4052.6299999999997,3836.5699999999997,1,26
28,5894.89,4855.4400000000005,4151.87,2,26
28,4371.66,3790.03,3339.5699999999997,3,26
28,7539.179999999999,5892.7699999999995,2470.43,4,26
29,26435.690000000002,37382.0,36326.62000000001,1,26
29,34247.21,35067.65,33795.3,2,26
29,40997.76,42410.590000000004,44205.75,3,26
29,58570.36,54798.61000000001,15719.009999999998,4,26
30,20866.42,24328.700000000004,26373.030000000002,1,26
30,36712.2,33591.29,30107.869999999995,2,26
30,39516.469999999994,38054.88,32151.8,3,26
30,26125.980000000003,24263.58,9322.56,4,26
31,11576.17,11807.939999999999,12122.17,1,26
31,12651.079999999998,12895.96,12058.630000000001,2,26
31,18988.07,20508.199999999997,16081.890000000001,3,26
31,25340.81,21527.95,5910.9800000000005,4,26
32,37068.89,41496.11,43107.59999999999,1,26
32,52364.759999999995,49277.52999999999,49121.31,2,26
32,56771.2,59152.78,53331.74999999999,3,26
32,72883.20000000001,67272.94,13457.02,4,26
33,22336.02,24546.59,28851.84,1,26
33,37359.590000000004,35576.2,34192.61,2,26
33,44768.33,49439.840000000004,48791.18,3,26
33,52623.37,48801.94,12650.170000000002,4,26
34,60921.58,78491.36000000002,80995.8,1,26
34,113471.97000000002,120724.85999999999,112308.18,2,26
34,111768.67,121901.15999999999,103206.25,3,26
34,102569.01,98841.94,33630.509999999995,4,26
35,14289.0,16813.0,20628.640000000003,1,26
35,30174.59,32133.5,26454.500000000004,2,26
35,27643.0,29076.95,21688.46,3,26
35,27636.0,25236.859999999997,7787.4400000000005,4,26
36,5683.5,8123.0,9518.17,1,26
36,18635.38,15544.0,14125.960000000001,2,26
36,14767.380000000001,17734.54,5656.23,3,26
36,19450.0,14260.070000000002,3493.6699999999996,4,26
38,820464.98,1247873.81,1355338.83,1,26
38,1383019.3500000003,1368223.92,1356812.1300000001,2,26
38,1356750.8000000003,1478725.62,1303511.94,3,26
38,1383962.97,1333657.5499999998,411901.2,4,26
40,300178.01999999996,446868.24999999994,483063.1099999999,1,26
40,471972.38,456336.22,479147.54000000004,2,26
40,507760.6099999999,529622.2599999999,522300.10000000003,3,26
40,518844.33999999997,483225.21,155842.07,4,26
41,6718.58,12760.4,14620.94,1,26
41,23703.129999999997,25969.46,18986.14,2,26
41,17347.82,21989.35,17272.53,3,26
41,17701.75,19514.96,1978.91,4,26
42,19313.07,27841.700000000004,31355.95,1,26
42,37640.5,35360.98,38741.88,2,26
42,38558.1,45696.810000000005,36955.90000000001,3,26
42,36434.06999999999,36519.52,12848.57,4,26
44,30101.890000000003,42516.130000000005,45058.68000000001,1,26
44,43470.840000000004,41983.92999999999,41076.46,2,26
44,46704.7,51133.05,48209.36,3,26
44,67056.03,68910.06,18062.21,4,26
45,72.82,68.84,202.64,1,26
45,188.36999999999998,139.66,122.72999999999999,2,26
45,132.44,81.78999999999999,53.91,3,26
46,68784.82,104807.92,116400.00999999998,1,26
46,126212.69,122952.52,130458.53,2,26
46,126748.36000000002,140423.31,130458.27,3,26
46,152574.96,140898.83000000002,36658.399999999994,4,26
47,181.0,60.0,410.0,1,26
47,52.42,6.0,25.0,2,26
47,63.0,119.0,78.0,3,26
47,212.0,0.0,35.92,4,26
48,250.0,199.0,6742.0,1,26
48,0.0,0.0,2591.0,2,26
48,0.0,2600.0,5090.0,3,26
48,0.0,11051.0,2657.0,4,26
49,28934.489999999998,43336.1,45804.09999999999,1,26
49,45498.969999999994,44408.12999999999,48150.72,2,26
49,41352.75,55912.15,41028.630000000005,3,26
49,39134.18,34376.35,15839.970000000001,4,26
52,14658.86,15526.3,18116.35,1,26
52,26233.199999999997,22529.760000000006,22781.5,2,26
52,22220.979999999996,23212.36,17433.500000000004,3,26
52,26240.43,27608.51,6129.94,4,26
54,771.97,298.24,290.58000000000004,1,26
54,1719.44,375.70000000000005,243.03,2,26
54,1318.91,564.27,146.24,3,26
54,820.28,276.92,73.72,4,26
55,95167.84999999999,109798.8,103012.22,1,26
55,102113.11999999998,87627.0,68179.29,2,26
55,95965.56,82326.62,65811.05,3,26
55,246980.07,203850.51,25986.270000000004,4,26
56,11080.76,7824.49,18821.41,1,26
56,139666.06999999998,126494.31999999999,132632.02000000002,2,26
56,30935.289999999997,32984.7,28347.55,3,26
56,9781.89,15495.659999999998,5022.7699999999995,4,26
59,2762.23,2626.15,2193.95,1,26
59,3214.67,2153.9299999999994,1806.3399999999997,2,26
59,3420.46,1442.9099999999999,1749.8900000000003,3,26
59,9890.91,5337.71,540.53,4,26
60,0.0,554.4,1315.0,1,26
60,0.0,1011.9999999999999,1539.0,2,26
60,0.0,1091.2,1926.0,3,26
60,0.0,1179.2,585.0,4,26
67,52715.409999999996,66473.53,75126.17000000001,1,26
67,111392.95000000001,108490.40000000001,115988.53,2,26
67,66789.84999999999,69958.18000000001,71575.60999999999,3,26
67,94878.70999999999,96347.7,22773.68,4,26
71,34625.66,41286.06999999999,40092.920000000006,1,26
71,34492.740000000005,28191.280000000002,31928.21,2,26
71,34886.700000000004,39040.13,30846.600000000002,3,26
71,39325.52,41001.06999999999,9156.07,4,26
72,439486.06,530804.9600000001,563013.57,1,26
72,459652.62,422187.28,429654.19000000006,2,26
72,491780.34,532481.72,502765.2699999999,3,26
72,798708.2800000001,801692.1900000001,163846.12,4,26
74,67686.45,86519.14,98575.11000000002,1,26
74,113684.01999999999,97327.34,103009.03,2,26
74,135653.27,128219.25999999998,132975.71,3,26
74,113442.65999999999,113968.86,35849.52,4,26
77,0.0,0.0,198.0,1,26
79,108233.82,154231.16999999998,162959.12,1,26
79,155462.84,154470.85000000003,153106.63,2,26
79,165788.21,171278.31000000003,159030.84999999998,3,26
79,162001.47,159259.77000000002,46442.08,4,26
80,142136.45,209448.43000000002,236987.10999999996,1,26
80,245656.45,244382.55000000002,249175.39999999997,2,26
80,276713.5,307450.36999999994,276809.95,3,26
80,258950.01000000004,244405.27000000002,77191.09999999999,4,26
81,140775.8,206232.94999999998,229363.90999999997,1,26
81,246092.33,246600.33000000002,259681.68000000002,2,26
81,269773.11,300671.25000000006,277235.72000000003,3,26
81,244350.65000000002,244981.01999999996,78705.32,4,26
82,80444.55,136923.5,157571.48,1,26
82,139198.18000000002,158828.37999999998,174529.43,2,26
82,169267.40000000002,215074.68000000002,197257.99000000002,3,26
82,238369.17,261616.04,61192.22,4,26
83,29677.500000000004,33915.28999999999,36390.420000000006,1,26
83,48280.18000000001,28764.879999999997,31341.57,2,26
83,47599.79,35849.51,33768.64,3,26
83,40579.329999999994,36469.26000000001,9633.22,4,26
85,13519.28,16058.730000000003,15731.93,1,26
85,25881.219999999998,22049.78,21007.75,2,26
85,29749.43,25507.760000000002,22256.53,3,26
85,35666.95,33228.240000000005,6945.73,4,26
87,85252.65,234325.88000000003,280380.55,1,26
87,169207.62,236761.01,295022.38,2,26
87,216108.08999999997,299546.18,354456.23999999993,3,26
87,262653.49,292280.94,108470.54999999999,4,26
90,436504.85,660932.36,758172.6599999999,1,26
90,677161.79,712248.3899999999,750762.5000000001,2,26
90,691057.9799999999,844137.8300000001,777021.6800000002,3,26
90,783184.1800000002,814303.7999999999,247884.24,4,26
91,336079.05000000005,484960.77999999997,539447.16,1,26
91,499431.46000000014,500797.95000000007,524939.15,2,26
91,482788.39,550484.0599999999,524494.62,3,26
91,516772.79999999993,517130.67000000004,161776.13,4,26
92,639871.47,976566.4299999999,1137435.21,1,26
92,986600.06,1037062.8099999998,1162493.7399999998,2,26
92,1032881.39,1209155.83,1223700.19,3,26
92,1161196.04,1208480.5099999998,377884.91000000003,4,26
93,180566.16999999998,283864.57,322186.44000000006,1,26
93,313114.04000000004,321990.32,348892.43,2,26
93,329669.16,377988.36999999994,377439.52999999997,3,26
