Store,Dept,Year,Quarter,Month,Weekly_Sales,Date
23,7,2011,2,4,197136.71000000002,2011-04-01
23,7,2011,2,5,151661.55,2011-05-01
23,7,2011,2,6,182665.8,2011-06-01
23,7,2011,3,7,204843.47999999998,2011-07-01
23,7,2011,3,8,128412.79000000001,2011-08-01
23,7,2011,3,9,128349.63,2011-09-01
23,7,2011,4,10,116839.34,2011-010-01
23,7,2011,4,11,254297.0,2011-011-01
23,7,2011,4,12,526664.9400000001,2011-012-01
23,7,2012,1,1,59754.94,2012-01-01
23,7,2012,1,2,98935.19,2012-02-01
23,7,2012,1,3,165374.91,2012-03-01
23,7,2012,2,4,184559.97999999998,2012-04-01
23,7,2012,2,5,159389.86000000002,2012-05-01
23,7,2012,2,6,226997.64999999997,2012-06-01
23,7,2012,3,7,145364.81,2012-07-01
23,7,2012,3,8,156846.38,2012-08-01
23,7,2012,3,9,118104.23999999999,2012-09-01
23,7,2012,4,10,127700.94,2012-010-01
23,8,2010,1,2,155931.77,2010-02-01
23,8,2010,1,3,152967.35,2010-03-01
23,8,2010,2,4,181101.94000000003,2010-04-01
23,8,2010,2,5,139005.27,2010-05-01
23,8,2010,2,6,144902.37,2010-06-01
23,8,2010,3,7,174951.25,2010-07-01
23,8,2010,3,8,143720.11,2010-08-01
23,8,2010,3,9,139325.87,2010-09-01
23,8,2010,4,10,163773.05,2010-010-01
23,8,2010,4,11,147764.33000000002,2010-011-01
23,8,2010,4,12,204836.46,2010-012-01
23,8,2011,1,1,128855.89,2011-01-01
23,8,2011,1,2,140683.06,2011-02-01
23,8,2011,1,3,138551.43,2011-03-01
23,8,2011,2,4,170241.38,2011-04-01
23,8,2011,2,5,133634.81,2011-05-01
23,8,2011,2,6,144341.87,2011-06-01
23,8,2011,3,7,178152.13999999998,2011-07-01
23,8,2011,3,8,144147.58000000002,2011-08-01
23,8,2011,3,9,187364.97,2011-09-01
23,8,2011,4,10,159112.8,2011-010-01
23,8,2011,4,11,152169.59,2011-011-01
23,8,2011,4,12,209347.07,2011-012-01
23,8,2012,1,1,132189.54,2012-01-01
23,8,2012,1,2,151123.5,2012-02-01
23,8,2012,1,3,187331.86,2012-03-01
23,8,2012,2,4,145852.09,2012-04-01
23,8,2012,2,5,145343.53999999998,2012-05-01
23,8,2012,2,6,185770.65,2012-06-01
23,8,2012,3,7,147652.0,2012-07-01
23,8,2012,3,8,194825.74,2012-08-01
23,8,2012,3,9,159944.97,2012-09-01
23,8,2012,4,10,164648.2,2012-010-01
23,9,2010,1,2,110433.69,2010-02-01
23,9,2010,1,3,151211.75,2010-03-01
23,9,2010,2,4,266484.14,2010-04-01
23,9,2010,2,5,248678.90000000002,2010-05-01
23,9,2010,2,6,328779.1,2010-06-01
23,9,2010,3,7,373096.80000000005,2010-07-01
23,9,2010,3,8,232065.79,2010-08-01
23,9,2010,3,9,183744.93,2010-09-01
23,9,2010,4,10,219516.24,2010-010-01
23,9,2010,4,11,178071.14,2010-011-01
23,9,2010,4,12,259940.29000000004,2010-012-01
23,9,2011,1,1,86588.01999999999,2011-01-01
23,9,2011,1,2,95894.10999999999,2011-02-01
23,9,2011,1,3,108747.84000000001,2011-03-01
23,9,2011,2,4,217425.72,2011-04-01
23,9,2011,2,5,204078.14999999997,2011-05-01
23,9,2011,2,6,280605.12,2011-06-01
23,9,2011,3,7,381303.59,2011-07-01
23,9,2011,3,8,228174.16000000003,2011-08-01
23,9,2011,3,9,229724.19,2011-09-01
23,9,2011,4,10,161207.97999999998,2011-010-01
23,9,2011,4,11,174264.05,2011-011-01
23,9,2011,4,12,247807.59000000003,2011-012-01
23,9,2012,1,1,86847.61,2012-01-01
23,9,2012,1,2,111286.72,2012-02-01
23,9,2012,1,3,185988.12,2012-03-01
23,9,2012,2,4,203902.58,2012-04-01
23,9,2012,2,5,246244.8,2012-05-01
23,9,2012,2,6,398319.61,2012-06-01
23,9,2012,3,7,303851.42,2012-07-01
23,9,2012,3,8,284908.68,2012-08-01
23,9,2012,3,9,196113.7,2012-09-01
23,9,2012,4,10,190199.2,2012-010-01
23,10,2010,1,2,102716.18,2010-02-01
23,10,2010,1,3,110809.12,2010-03-01
23,10,2010,2,4,158485.07,2010-04-01
23,10,2010,2,5,135815.91999999998,2010-05-01
23,10,2010,2,6,140040.22999999998,2010-06-01
23,10,2010,3,7,164578.53,2010-07-01
23,10,2010,3,8,122567.19,2010-08-01
23,10,2010,3,9,118685.7,2010-09-01
23,10,2010,4,10,130406.18000000001,2010-010-01
23,10,2010,4,11,122479.44,2010-011-01
23,10,2010,4,12,213283.56,2010-012-01
23,10,2011,1,1,115170.8,2011-01-01
23,10,2011,1,2,108340.48000000001,2011-02-01
23,10,2011,1,3,95732.81,2011-03-01
23,10,2011,2,4,137340.66999999998,2011-04-01
23,10,2011,2,5,131086.23,2011-05-01
23,10,2011,2,6,132835.22999999998,2011-06-01
23,10,2011,3,7,172015.43000000002,2011-07-01
23,10,2011,3,8,121387.74,2011-08-01
23,10,2011,3,9,148841.51,2011-09-01
23,10,2011,4,10,122568.71,2011-010-01
23,10,2011,4,11,121954.78,2011-011-01
23,10,2011,4,12,192018.38,2011-012-01
23,10,2012,1,1,113901.19,2012-01-01
23,10,2012,1,2,105382.06,2012-02-01
23,10,2012,1,3,147151.47999999998,2012-03-01
23,10,2012,2,4,123018.70999999999,2012-04-01
23,10,2012,2,5,141128.31,2012-05-01
23,10,2012,2,6,172911.16,2012-06-01
23,10,2012,3,7,135060.7,2012-07-01
23,10,2012,3,8,156010.19,2012-08-01
23,10,2012,3,9,120963.57,2012-09-01
23,10,2012,4,10,120502.13,2012-010-01
23,11,2010,1,2,112516.56000000001,2010-02-01
23,11,2010,1,3,97307.63,2010-03-01
23,11,2010,2,4,124219.70999999999,2010-04-01
23,11,2010,2,5,200499.43,2010-05-01
23,11,2010,2,6,158952.51,2010-06-01
23,11,2010,3,7,297617.77999999997,2010-07-01
23,11,2010,3,8,137375.88999999998,2010-08-01
23,11,2010,3,9,118166.1,2010-09-01
23,11,2010,4,10,119832.90000000001,2010-010-01
23,11,2010,4,11,113165.01999999999,2010-011-01
23,11,2010,4,12,174030.56,2010-012-01
23,11,2011,1,1,102526.25,2011-01-01
23,11,2011,1,2,90606.63,2011-02-01
23,11,2011,1,3,75330.28,2011-03-01
23,11,2011,2,4,103806.69,2011-04-01
23,11,2011,2,5,127427.1,2011-05-01
23,11,2011,2,6,219748.32,2011-06-01
23,11,2011,3,7,213124.3,2011-07-01
23,11,2011,3,8,130014.98000000001,2011-08-01
23,11,2011,3,9,132166.72,2011-09-01
23,11,2011,4,10,106082.45999999999,2011-010-01
23,11,2011,4,11,116327.93000000001,2011-011-01
23,11,2011,4,12,166497.55,2011-012-01
23,11,2012,1,1,100319.25,2012-01-01
23,11,2012,1,2,88006.67000000001,2012-02-01
23,11,2012,1,3,104597.27,2012-03-01
23,11,2012,2,4,93580.6,2012-04-01
23,11,2012,2,5,128738.12000000001,2012-05-01
23,11,2012,2,6,240321.05,2012-06-01
23,11,2012,3,7,144446.25,2012-07-01
23,11,2012,3,8,152551.51,2012-08-01
23,11,2012,3,9,89789.42,2012-09-01
23,11,2012,4,10,106388.9,2012-010-01
23,12,2010,1,2,21087.07,2010-02-01
23,12,2010,1,3,26134.88,2010-03-01
23,12,2010,2,4,36304.59,2010-04-01
23,12,2010,2,5,32715.809999999998,2010-05-01
23,12,2010,2,6,34297.159999999996,2010-06-01
23,12,2010,3,7,40616.86,2010-07-01
23,12,2010,3,8,33993.05,2010-08-01
23,12,2010,3,9,29087.0,2010-09-01
23,12,2010,4,10,24573.66,2010-010-01
23,12,2010,4,11,16429.13,2010-011-01
23,12,2010,4,12,15958.099999999999,2010-012-01
23,12,2011,1,1,11901.56,2011-01-01
23,12,2011,1,2,14011.35,2011-02-01
23,12,2011,1,3,14820.100000000002,2011-03-01
23,12,2011,2,4,24204.140000000003,2011-04-01
23,12,2011,2,5,23398.48,2011-05-01
23,12,2011,2,6,25386.870000000003,2011-06-01
23,12,2011,3,7,33244.09,2011-07-01
23,12,2011,3,8,24791.36,2011-08-01
23,12,2011,3,9,29739.16,2011-09-01
23,12,2011,4,10,22647.33,2011-010-01
23,12,2011,4,11,16758.809999999998,2011-011-01
23,12,2011,4,12,16111.349999999999,2011-012-01
23,12,2012,1,1,12120.03,2012-01-01
23,12,2012,1,2,15697.900000000001,2012-02-01
23,12,2012,1,3,22771.35,2012-03-01
23,12,2012,2,4,22373.52,2012-04-01
23,12,2012,2,5,25728.86,2012-05-01
23,12,2012,2,6,35548.97,2012-06-01
23,12,2012,3,7,25961.170000000002,2012-07-01
23,12,2012,3,8,32723.25,2012-08-01
23,12,2012,3,9,21686.780000000002,2012-09-01
23,12,2012,4,10,19580.95,2012-010-01
23,13,2010,1,2,170483.55,2010-02-01
23,13,2010,1,3,170251.75,2010-03-01
23,13,2010,2,4,209420.11,2010-04-01
23,13,2010,2,5,164123.39,2010-05-01
23,13,2010,2,6,179297.59000000003,2010-06-01
23,13,2010,3,7,218324.66999999998,2010-07-01
23,13,2010,3,8,187410.8,2010-08-01
23,13,2010,3,9,170413.11000000002,2010-09-01
23,13,2010,4,10,180308.44,2010-010-01
23,13,2010,4,11,133849.45,2010-011-01
23,13,2010,4,12,156688.51,2010-012-01
23,13,2011,1,1,127551.72,2011-01-01
23,13,2011,1,2,134139.47,2011-02-01
23,13,2011,1,3,132896.24,2011-03-01
23,13,2011,2,4,158971.12,2011-04-01
23,13,2011,2,5,134118.84,2011-05-01
23,13,2011,2,6,148611.12,2011-06-01
23,13,2011,3,7,192568.39,2011-07-01
23,13,2011,3,8,180764.26,2011-08-01
23,13,2011,3,9,204523.24,2011-09-01
23,13,2011,4,10,162766.40000000002,2011-010-01
23,13,2011,4,11,136372.71,2011-011-01
23,13,2011,4,12,158019.01,2011-012-01
23,13,2012,1,1,128120.18,2012-01-01
23,13,2012,1,2,140848.98,2012-02-01
23,13,2012,1,3,175198.97999999998,2012-03-01
23,13,2012,2,4,139216.54,2012-04-01
23,13,2012,2,5,140252.77,2012-05-01
23,13,2012,2,6,188935.24000000002,2012-06-01
23,13,2012,3,7,150181.71,2012-07-01
23,13,2012,3,8,231755.88,2012-08-01
23,13,2012,3,9,164674.95,2012-09-01
23,13,2012,4,10,158544.44,2012-010-01
23,14,2010,1,2,123102.43,2010-02-01
23,14,2010,1,3,119049.35,2010-03-01
23,14,2010,2,4,130564.91,2010-04-01
23,14,2010,2,5,99465.92,2010-05-01
23,14,2010,2,6,120831.36000000002,2010-06-01
23,14,2010,3,7,134279.87,2010-07-01
23,14,2010,3,8,136122.74,2010-08-01
23,14,2010,3,9,119870.25,2010-09-01
23,14,2010,4,10,133573.63999999998,2010-010-01
23,14,2010,4,11,173568.13,2010-011-01
23,14,2010,4,12,316902.58,2010-012-01
23,14,2011,1,1,99550.08,2011-01-01
23,14,2011,1,2,118279.36,2011-02-01
23,14,2011,1,3,110913.51000000001,2011-03-01
23,14,2011,2,4,138973.31,2011-04-01
23,14,2011,2,5,108508.99,2011-05-01
23,14,2011,2,6,126206.27000000002,2011-06-01
23,14,2011,3,7,139091.49,2011-07-01
23,14,2011,3,8,144871.53,2011-08-01
23,14,2011,3,9,161656.97,2011-09-01
23,14,2011,4,10,129070.12000000001,2011-010-01
23,14,2011,4,11,186433.64,2011-011-01
23,14,2011,4,12,311245.67,2011-012-01
23,14,2012,1,1,104303.98999999999,2012-01-01
23,14,2012,1,2,120212.17,2012-02-01
23,14,2012,1,3,146201.66,2012-03-01
23,14,2012,2,4,119503.45000000001,2012-04-01
23,14,2012,2,5,126053.01999999999,2012-05-01
23,14,2012,2,6,177371.39,2012-06-01
23,14,2012,3,7,132554.91,2012-07-01
23,14,2012,3,8,196629.49,2012-08-01
23,14,2012,3,9,133689.6,2012-09-01
23,14,2012,4,10,131210.62,2012-010-01
23,16,2010,1,2,22046.519999999997,2010-02-01
23,16,2010,1,3,53422.09999999999,2010-03-01
23,16,2010,2,4,186210.80000000002,2010-04-01
23,16,2010,2,5,257804.46,2010-05-01
23,16,2010,2,6,230335.42,2010-06-01
23,16,2010,3,7,205270.44,2010-07-01
23,16,2010,3,8,84463.87000000001,2010-08-01
23,16,2010,3,9,48198.36,2010-09-01
23,16,2010,4,10,33197.99,2010-010-01
23,16,2010,4,11,19148.71,2010-011-01
23,16,2010,4,12,31038.85,2010-012-01
23,16,2011,1,1,17078.61,2011-01-01
23,16,2011,1,2,18087.08,2011-02-01
23,16,2011,1,3,23728.22,2011-03-01
23,16,2011,2,4,109651.94,2011-04-01
23,16,2011,2,5,273836.01,2011-05-01
23,16,2011,2,6,270920.19,2011-06-01
23,16,2011,3,7,210856.94,2011-07-01
23,16,2011,3,8,67782.11,2011-08-01
23,16,2011,3,9,39045.240000000005,2011-09-01
23,16,2011,4,10,20679.58,2011-010-01
23,16,2011,4,11,20022.17,2011-011-01
23,16,2011,4,12,23922.510000000002,2011-012-01
23,16,2012,1,1,20069.51,2012-01-01
23,16,2012,1,2,17176.21,2012-02-01
23,16,2012,1,3,79914.17,2012-03-01
23,16,2012,2,4,115246.27999999998,2012-04-01
23,16,2012,2,5,242649.71000000002,2012-05-01
23,16,2012,2,6,320198.39999999997,2012-06-01
23,16,2012,3,7,136363.4,2012-07-01
23,16,2012,3,8,87242.93,2012-08-01
23,16,2012,3,9,38985.84,2012-09-01
23,16,2012,4,10,22301.64,2012-010-01
23,17,2010,1,2,124560.70999999999,2010-02-01
23,17,2010,1,3,117688.51,2010-03-01
23,17,2010,2,4,122604.19999999998,2010-04-01
23,17,2010,2,5,99723.72,2010-05-01
23,17,2010,2,6,120283.15999999999,2010-06-01
23,17,2010,3,7,133593.91,2010-07-01
23,17,2010,3,8,136772.69,2010-08-01
23,17,2010,3,9,110935.04999999999,2010-09-01
23,17,2010,4,10,123314.81999999999,2010-010-01
23,17,2010,4,11,124419.34,2010-011-01
23,17,2010,4,12,195082.15000000002,2010-012-01
23,17,2011,1,1,98207.93,2011-01-01
23,17,2011,1,2,97527.17,2011-02-01
23,17,2011,1,3,89355.71999999999,2011-03-01
23,17,2011,2,4,103575.05,2011-04-01
23,17,2011,2,5,83278.23,2011-05-01
23,17,2011,2,6,102441.41,2011-06-01
23,17,2011,3,7,114016.15,2011-07-01
23,17,2011,3,8,124763.10999999999,2011-08-01
23,17,2011,3,9,142988.61000000002,2011-09-01
23,17,2011,4,10,114103.57,2011-010-01
23,17,2011,4,11,127405.39,2011-011-01
23,17,2011,4,12,175799.74000000002,2011-012-01
23,17,2012,1,1,96004.49999999999,2012-01-01
23,17,2012,1,2,104302.07,2012-02-01
23,17,2012,1,3,119033.75000000001,2012-03-01
23,17,2012,2,4,88062.91,2012-04-01
23,17,2012,2,5,87248.89,2012-05-01
23,17,2012,2,6,135838.01,2012-06-01
23,17,2012,3,7,96048.67,2012-07-01
23,17,2012,3,8,151171.03000000003,2012-08-01
23,17,2012,3,9,103091.08,2012-09-01
23,17,2012,4,10,115007.63999999998,2012-010-01
23,18,2010,1,2,25941.750000000004,2010-02-01
23,18,2010,1,3,13574.71,2010-03-01
23,18,2010,2,4,31093.900000000005,2010-04-01
23,18,2010,2,5,-1.5,2010-05-01
23,18,2010,2,6,-3.0,2010-06-01
23,18,2010,3,7,-168.0,2010-07-01
23,18,2010,3,8,176.25,2010-08-01
23,18,2010,3,9,16496.449999999997,2010-09-01
23,18,2010,4,10,85584.86,2010-010-01
23,18,2010,4,11,88334.17000000001,2010-011-01
23,18,2010,4,12,307340.31,2010-012-01
23,18,2011,1,1,12989.5,2011-01-01
23,18,2011,1,2,21594.12,2011-02-01
23,18,2011,1,3,4094.51,2011-03-01
23,18,2011,2,4,38286.16,2011-04-01
23,18,2011,2,5,389.0,2011-05-01
23,18,2011,2,6,8.5,2011-06-01
23,18,2011,3,7,8.0,2011-07-01
23,18,2011,3,8,44.1,2011-08-01
23,18,2011,3,9,29922.53,2011-09-01
23,18,2011,4,10,112415.01,2011-010-01
23,18,2011,4,11,118403.37,2011-011-01
23,18,2011,4,12,345491.21,2011-012-01
23,18,2012,1,1,13369.759999999998,2012-01-01
23,18,2012,1,2,20602.620000000003,2012-02-01
23,18,2012,1,3,19502.46,2012-03-01
23,18,2012,2,4,26524.49,2012-04-01
23,18,2012,2,5,-48.06,2012-05-01
23,18,2012,2,6,-1.47,2012-06-01
23,18,2012,3,8,813.74,2012-08-01
23,18,2012,3,9,17708.489999999998,2012-09-01
23,18,2012,4,10,78907.27,2012-010-01
23,19,2010,1,2,17719.95,2010-02-01
23,19,2010,1,3,20181.7,2010-03-01
23,19,2010,2,4,19012.21,2010-04-01
23,19,2010,2,5,14730.07,2010-05-01
23,19,2010,2,6,20660.820000000003,2010-06-01
23,19,2010,3,7,11222.25,2010-07-01
23,19,2010,3,8,1221.75,2010-08-01
23,19,2010,3,9,3466.7000000000003,2010-09-01
23,19,2010,4,10,8290.13,2010-010-01
23,19,2010,4,11,5535.6900000000005,2010-011-01
23,19,2010,4,12,8260.36,2010-012-01
23,19,2011,1,1,4717.17,2011-01-01
23,19,2011,1,2,6637.400000000001,2011-02-01
23,19,2011,1,3,3894.46,2011-03-01
23,19,2011,2,4,5107.3,2011-04-01
23,19,2011,2,5,2999.4,2011-05-01
23,19,2011,2,6,3161.08,2011-06-01
23,19,2011,3,7,5519.0,2011-07-01
23,19,2011,3,8,5863.93,2011-08-01
23,19,2011,3,9,6398.250000000001,2011-09-01
23,19,2011,4,10,6778.57,2011-010-01
23,19,2011,4,11,4910.11,2011-011-01
23,19,2011,4,12,9560.51,2011-012-01
23,19,2012,1,1,3286.68,2012-01-01
23,19,2012,1,2,3172.5,2012-02-01
23,19,2012,1,3,4137.07,2012-03-01
23,19,2012,2,4,3482.5299999999997,2012-04-01
23,19,2012,2,5,4394.51,2012-05-01
23,19,2012,2,6,4250.0,2012-06-01
23,19,2012,3,7,2887.3100000000004,2012-07-01
23,19,2012,3,8,4418.06,2012-08-01
23,19,2012,3,9,4136.5199999999995,2012-09-01
23,19,2012,4,10,4780.47,2012-010-01
23,20,2010,1,2,41073.35,2010-02-01
23,20,2010,1,3,41422.06999999999,2010-03-01
23,20,2010,2,4,49204.04,2010-04-01
23,20,2010,2,5,44432.21000000001,2010-05-01
23,20,2010,2,6,59112.41999999999,2010-06-01
23,20,2010,3,7,67461.48,2010-07-01
23,20,2010,3,8,54360.490000000005,2010-08-01
23,20,2010,3,9,44628.43,2010-09-01
23,20,2010,4,10,47546.97,2010-010-01
23,20,2010,4,11,48410.91,2010-011-01
23,20,2010,4,12,48365.369999999995,2010-012-01
23,20,2011,1,1,33629.84,2011-01-01
23,20,2011,1,2,37328.56,2011-02-01
23,20,2011,1,3,37868.35,2011-03-01
23,20,2011,2,4,50396.39,2011-04-01
23,20,2011,2,5,43579.22,2011-05-01
23,20,2011,2,6,58175.46,2011-06-01
23,20,2011,3,7,67447.03,2011-07-01
23,20,2011,3,8,68703.94,2011-08-01
23,20,2011,3,9,67304.8,2011-09-01
23,20,2011,4,10,48068.659999999996,2011-010-01
23,20,2011,4,11,46771.86,2011-011-01
23,20,2011,4,12,50431.39,2011-012-01
23,20,2012,1,1,37706.96,2012-01-01
23,20,2012,1,2,43928.030000000006,2012-02-01
23,20,2012,1,3,53871.119999999995,2012-03-01
23,20,2012,2,4,42199.78,2012-04-01
23,20,2012,2,5,44733.98,2012-05-01
23,20,2012,2,6,78188.70999999999,2012-06-01
23,20,2012,3,7,56479.06999999999,2012-07-01
23,20,2012,3,8,79680.48,2012-08-01
23,20,2012,3,9,45332.36,2012-09-01
23,20,2012,4,10,44753.93,2012-010-01
23,21,2010,1,2,38082.39,2010-02-01
23,21,2010,1,3,39454.71,2010-03-01
23,21,2010,2,4,47779.92,2010-04-01
23,21,2010,2,5,35807.340000000004,2010-05-01
23,21,2010,2,6,35434.29,2010-06-01
23,21,2010,3,7,48590.740000000005,2010-07-01
23,21,2010,3,8,36335.21000000001,2010-08-01
23,21,2010,3,9,32723.4,2010-09-01
23,21,2010,4,10,39176.97,2010-010-01
23,21,2010,4,11,44647.490000000005,2010-011-01
23,21,2010,4,12,71038.16,2010-012-01
23,21,2011,1,1,26319.51,2011-01-01
23,21,2011,1,2,30315.34,2011-02-01
23,21,2011,1,3,29539.2,2011-03-01
23,21,2011,2,4,40706.469999999994,2011-04-01
23,21,2011,2,5,29398.149999999998,2011-05-01
23,21,2011,2,6,28536.93,2011-06-01
23,21,2011,3,7,39437.92,2011-07-01
23,21,2011,3,8,35163.67,2011-08-01
23,21,2011,3,9,40224.54,2011-09-01
23,21,2011,4,10,34803.83,2011-010-01
23,21,2011,4,11,46559.43,2011-011-01
23,21,2011,4,12,68762.93,2011-012-01
23,21,2012,1,1,26633.6,2012-01-01
23,21,2012,1,2,35667.189999999995,2012-02-01
23,21,2012,1,3,48125.97,2012-03-01
23,21,2012,2,4,40552.79,2012-04-01
23,21,2012,2,5,30516.42,2012-05-01
23,21,2012,2,6,40187.69,2012-06-01
23,21,2012,3,7,34584.78,2012-07-01
23,21,2012,3,8,45126.72,2012-08-01
23,21,2012,3,9,32926.65,2012-09-01
23,21,2012,4,10,34446.8,2012-010-01
23,22,2010,1,2,87832.13,2010-02-01
23,22,2010,1,3,78784.06,2010-03-01
23,22,2010,2,4,84523.43,2010-04-01
23,22,2010,2,5,72001.49,2010-05-01
23,22,2010,2,6,85528.99999999999,2010-06-01
23,22,2010,3,7,112178.86,2010-07-01
23,22,2010,3,8,103808.07999999999,2010-08-01
23,22,2010,3,9,86378.46,2010-09-01
23,22,2010,4,10,91806.53,2010-010-01
23,22,2010,4,11,93831.48,2010-011-01
23,22,2010,4,12,129632.97,2010-012-01
23,22,2011,1,1,70224.38,2011-01-01
23,22,2011,1,2,91502.93000000001,2011-02-01
23,22,2011,1,3,80984.01,2011-03-01
23,22,2011,2,4,90045.46,2011-04-01
23,22,2011,2,5,71647.82,2011-05-01
23,22,2011,2,6,91086.72,2011-06-01
23,22,2011,3,7,107495.92,2011-07-01
23,22,2011,3,8,110607.0,2011-08-01
23,22,2011,3,9,119565.51999999999,2011-09-01
23,22,2011,4,10,91036.32999999999,2011-010-01
23,22,2011,4,11,97156.87,2011-011-01
23,22,2011,4,12,132730.96000000002,2011-012-01
23,22,2012,1,1,71840.33,2012-01-01
23,22,2012,1,2,90389.47,2012-02-01
23,22,2012,1,3,100450.75,2012-03-01
23,22,2012,2,4,75428.52,2012-04-01
23,22,2012,2,5,81598.47,2012-05-01
23,22,2012,2,6,118487.99,2012-06-01
23,22,2012,3,7,99953.35,2012-07-01
23,22,2012,3,8,158681.88,2012-08-01
23,22,2012,3,9,102233.03,2012-09-01
23,22,2012,4,10,94493.75,2012-010-01
23,23,2010,1,2,156449.07,2010-02-01
23,23,2010,1,3,158713.01,2010-03-01
23,23,2010,2,4,214360.46,2010-04-01
23,23,2010,2,5,189216.89,2010-05-01
23,23,2010,2,6,206365.33,2010-06-01
23,23,2010,3,7,228178.72,2010-07-01
23,23,2010,3,8,196273.66,2010-08-01
23,23,2010,3,9,151692.47000000003,2010-09-01
23,23,2010,4,10,228311.37000000002,2010-010-01
23,23,2010,4,11,214832.21,2010-011-01
23,23,2010,4,12,377599.44,2010-012-01
23,23,2011,1,1,113883.20999999999,2011-01-01
23,23,2011,1,2,138994.26,2011-02-01
23,23,2011,1,3,136665.89,2011-03-01
23,23,2011,2,4,196075.68,2011-04-01
23,23,2011,2,5,176772.92,2011-05-01
23,23,2011,2,6,208263.06,2011-06-01
23,23,2011,3,7,226426.8,2011-07-01
23,23,2011,3,8,200202.44,2011-08-01
23,23,2011,3,9,226358.31,2011-09-01
23,23,2011,4,10,219310.47,2011-010-01
23,23,2011,4,11,227699.99,2011-011-01
23,23,2011,4,12,374948.74999999994,2011-012-01
23,23,2012,1,1,127749.09,2012-01-01
23,23,2012,1,2,156139.18,2012-02-01
23,23,2012,1,3,211944.72,2012-03-01
23,23,2012,2,4,177032.02,2012-04-01
23,23,2012,2,5,187243.95,2012-05-01
23,23,2012,2,6,285906.08,2012-06-01
23,23,2012,3,7,195701.57,2012-07-01
23,23,2012,3,8,254245.53,2012-08-01
23,23,2012,3,9,182262.43,2012-09-01
23,23,2012,4,10,218364.73,2012-010-01
23,24,2010,1,2,38179.05,2010-02-01
23,24,2010,1,3,40757.01,2010-03-01
23,24,2010,2,4,57974.86,2010-04-01
23,24,2010,2,5,43234.6,2010-05-01
23,24,2010,2,6,35392.740000000005,2010-06-01
23,24,2010,3,7,39869.18,2010-07-01
23,24,2010,3,8,70276.72,2010-08-01
23,24,2010,3,9,40199.99,2010-09-01
23,24,2010,4,10,49807.479999999996,2010-010-01
23,24,2010,4,11,53973.009999999995,2010-011-01
23,24,2010,4,12,93793.53,2010-012-01
23,24,2011,1,1,24445.16,2011-01-01
23,24,2011,1,2,34540.97,2011-02-01
23,24,2011,1,3,28674.68,2011-03-01
23,24,2011,2,4,44746.57,2011-04-01
23,24,2011,2,5,35783.89,2011-05-01
23,24,2011,2,6,36029.31,2011-06-01
23,24,2011,3,7,39325.33,2011-07-01
23,24,2011,3,8,57159.14,2011-08-01
23,24,2011,3,9,52253.850000000006,2011-09-01
23,24,2011,4,10,43273.369999999995,2011-010-01
23,24,2011,4,11,57843.34,2011-011-01
23,24,2011,4,12,87450.64,2011-012-01
23,24,2012,1,1,24032.37,2012-01-01
23,24,2012,1,2,33968.28,2012-02-01
23,24,2012,1,3,44853.64,2012-03-01
23,24,2012,2,4,36331.61,2012-04-01
23,24,2012,2,5,34575.89,2012-05-01
23,24,2012,2,6,46612.84,2012-06-01
23,24,2012,3,7,34278.21,2012-07-01
23,24,2012,3,8,82770.66,2012-08-01
23,24,2012,3,9,39854.53999999999,2012-09-01
23,24,2012,4,10,47599.32,2012-010-01
23,25,2010,1,2,59841.47,2010-02-01
23,25,2010,1,3,77567.05,2010-03-01
23,25,2010,2,4,108437.25,2010-04-01
23,25,2010,2,5,86569.75,2010-05-01
23,25,2010,2,6,87638.25,2010-06-01
23,25,2010,3,7,86061.0,2010-07-01
23,25,2010,3,8,80035.38,2010-08-01
23,25,2010,3,9,51473.65,2010-09-01
23,25,2010,4,10,71244.04000000001,2010-010-01
23,25,2010,4,11,64078.590000000004,2010-011-01
23,25,2010,4,12,104240.85,2010-012-01
23,25,2011,1,1,36576.44,2011-01-01
23,25,2011,1,2,40591.74,2011-02-01
23,25,2011,1,3,48328.29,2011-03-01
23,25,2011,2,4,85276.71,2011-04-01
23,25,2011,2,5,71715.19,2011-05-01
23,25,2011,2,6,68174.29000000001,2011-06-01
23,25,2011,3,7,67703.86,2011-07-01
23,25,2011,3,8,55186.159999999996,2011-08-01
23,25,2011,3,9,77078.72,2011-09-01
23,25,2011,4,10,72325.93000000001,2011-010-01
23,25,2011,4,11,74922.58,2011-011-01
23,25,2011,4,12,94679.63999999998,2011-012-01
23,25,2012,1,1,39888.399999999994,2012-01-01
23,25,2012,1,2,46589.35,2012-02-01
23,25,2012,1,3,82249.17000000001,2012-03-01
23,25,2012,2,4,60356.409999999996,2012-04-01
23,25,2012,2,5,63979.42,2012-05-01
23,25,2012,2,6,86408.65999999999,2012-06-01
23,25,2012,3,7,54864.25,2012-07-01
23,25,2012,3,8,77965.18,2012-08-01
23,25,2012,3,9,61492.03,2012-09-01
23,25,2012,4,10,67410.62,2012-010-01
23,26,2010,1,2,58429.649999999994,2010-02-01
23,26,2010,1,3,60080.84,2010-03-01
23,26,2010,2,4,75646.08,2010-04-01
23,26,2010,2,5,54140.649999999994,2010-05-01
23,26,2010,2,6,39831.649999999994,2010-06-01
23,26,2010,3,7,45926.94000000001,2010-07-01
23,26,2010,3,8,48099.119999999995,2010-08-01
23,26,2010,3,9,54640.93000000001,2010-09-01
