Dept,Month,Monthly_2010,Monthly_2011,Monthly_2012,Quarter,Store
3,6,59483.58,45732.35,62203.979999999996,2,23
3,7,102205.85,92083.62,85896.41999999998,3,23
3,8,222956.90999999997,200709.90999999997,290197.36,3,23
3,9,113581.75,130855.82999999999,74048.17000000001,3,23
3,10,63040.270000000004,51763.59,55054.1,4,23
4,1,0.0,96051.48000000001,102270.11,1,23
4,2,99385.83,96364.98000000001,109212.73,1,23
4,3,99985.3,98749.01999999999,124778.06,1,23
4,4,126118.32,114516.32999999999,107346.18000000001,2,23
4,5,107816.36,99959.0,108522.95000000001,2,23
4,6,117369.27,120102.03,156780.74,2,23
4,7,145505.13999999998,148744.0,128090.83000000002,3,23
4,8,126938.27,131132.58000000002,172185.74999999997,3,23
4,9,120350.5,149124.33000000002,116530.25,3,23
4,10,117918.73000000001,110552.66,114729.6,4,23
5,1,0.0,118297.09000000001,101930.97,1,23
5,2,165614.05000000002,150596.21000000002,166332.18,1,23
5,3,202401.71999999997,144050.51,203498.16,1,23
5,4,215712.52,181960.13,135581.22,2,23
5,5,111756.01000000001,79788.63,89916.94,2,23
5,6,114272.65000000001,107629.84999999999,126047.11,2,23
5,7,121331.5,118109.86,83726.1,3,23
5,8,90739.70999999999,109134.11,135385.66,3,23
5,9,78349.48000000001,143643.07,104331.99,3,23
5,10,160450.73,160075.99,127256.07,4,23
6,1,0.0,14142.67,12837.4,1,23
6,2,35843.530000000006,20320.5,20233.0,1,23
6,3,33770.05,16456.11,19079.260000000002,1,23
6,4,39757.79,34076.01,15040.099999999999,2,23
6,5,38524.229999999996,27147.01,20853.809999999998,2,23
6,6,42192.87,33016.74,30285.04,2,23
6,7,53285.39,36328.079999999994,29519.42,3,23
6,8,39109.1,25074.46,25435.49,3,23
6,9,29965.19,23740.260000000002,18718.93,3,23
6,10,28005.590000000004,22072.809999999998,21452.0,4,23
7,1,0.0,82213.33,59754.94,1,23
7,2,144884.46,105805.95,98935.19,1,23
7,3,187800.13,114671.84999999999,165374.91,1,23
7,4,265765.61,197136.71000000002,184559.97999999998,2,23
7,5,194565.56,151661.55,159389.86000000002,2,23
7,6,224379.11000000002,182665.8,226997.64999999997,2,23
7,7,248529.90000000002,204843.47999999998,145364.81,3,23
7,8,156476.7,128412.79000000001,156846.38,3,23
7,9,124452.54,128349.63,118104.23999999999,3,23
7,10,133035.45,116839.34,127700.94,4,23
8,1,0.0,128855.89,132189.54,1,23
8,2,155931.77,140683.06,151123.5,1,23
8,3,152967.35,138551.43,187331.86,1,23
8,4,181101.94000000003,170241.38,145852.09,2,23
8,5,139005.27,133634.81,145343.53999999998,2,23
8,6,144902.37,144341.87,185770.65,2,23
8,7,174951.25,178152.13999999998,147652.0,3,23
8,8,143720.11,144147.58000000002,194825.74,3,23
8,9,139325.87,187364.97,159944.97,3,23
8,10,163773.05,159112.8,164648.2,4,23
9,1,0.0,86588.01999999999,86847.61,1,23
9,2,110433.69,95894.10999999999,111286.72,1,23
9,3,151211.75,108747.84000000001,185988.12,1,23
9,4,266484.14,217425.72,203902.58,2,23
9,5,248678.90000000002,204078.14999999997,246244.8,2,23
9,6,328779.1,280605.12,398319.61,2,23
9,7,373096.80000000005,381303.59,303851.42,3,23
9,8,232065.79,228174.16000000003,284908.68,3,23
9,9,183744.93,229724.19,196113.7,3,23
9,10,219516.24,161207.97999999998,190199.2,4,23
10,1,0.0,115170.8,113901.19,1,23
10,2,102716.18,108340.48000000001,105382.06,1,23
10,3,110809.12,95732.81,147151.47999999998,1,23
10,4,158485.07,137340.66999999998,123018.70999999999,2,23
10,5,135815.91999999998,131086.23,141128.31,2,23
10,6,140040.22999999998,132835.22999999998,172911.16,2,23
10,7,164578.53,172015.43000000002,135060.7,3,23
10,8,122567.19,121387.74,156010.19,3,23
10,9,118685.7,148841.51,120963.57,3,23
10,10,130406.18000000001,122568.71,120502.13,4,23
11,1,0.0,102526.25,100319.25,1,23
11,2,112516.56000000001,90606.63,88006.67000000001,1,23
11,3,97307.63,75330.28,104597.27,1,23
11,4,124219.70999999999,103806.69,93580.6,2,23
11,5,200499.43,127427.1,128738.12000000001,2,23
11,6,158952.51,219748.32,240321.05,2,23
11,7,297617.77999999997,213124.3,144446.25,3,23
11,8,137375.88999999998,130014.98000000001,152551.51,3,23
11,9,118166.1,132166.72,89789.42,3,23
11,10,119832.90000000001,106082.45999999999,106388.9,4,23
12,1,0.0,11901.56,12120.03,1,23
12,2,21087.07,14011.35,15697.900000000001,1,23
12,3,26134.88,14820.100000000002,22771.35,1,23
12,4,36304.59,24204.140000000003,22373.52,2,23
12,5,32715.809999999998,23398.48,25728.86,2,23
12,6,34297.159999999996,25386.870000000003,35548.97,2,23
12,7,40616.86,33244.09,25961.170000000002,3,23
12,8,33993.05,24791.36,32723.25,3,23
12,9,29087.0,29739.16,21686.780000000002,3,23
12,10,24573.66,22647.33,19580.95,4,23
13,1,0.0,127551.72,128120.18,1,23
13,2,170483.55,134139.47,140848.98,1,23
13,3,170251.75,132896.24,175198.97999999998,1,23
13,4,209420.11,158971.12,139216.54,2,23
13,5,164123.39,134118.84,140252.77,2,23
13,6,179297.59000000003,148611.12,188935.24000000002,2,23
13,7,218324.66999999998,192568.39,150181.71,3,23
13,8,187410.8,180764.26,231755.88,3,23
13,9,170413.11000000002,204523.24,164674.95,3,23
13,10,180308.44,162766.40000000002,158544.44,4,23
14,1,0.0,99550.08,104303.98999999999,1,23
14,2,123102.43,118279.36,120212.17,1,23
14,3,119049.35,110913.51000000001,146201.66,1,23
14,4,130564.91,138973.31,119503.45000000001,2,23
14,5,99465.92,108508.99,126053.01999999999,2,23
14,6,120831.36000000002,126206.27000000002,177371.39,2,23
14,7,134279.87,139091.49,132554.91,3,23
14,8,136122.74,144871.53,196629.49,3,23
14,9,119870.25,161656.97,133689.6,3,23
14,10,133573.63999999998,129070.12000000001,131210.62,4,23
16,1,0.0,17078.61,20069.51,1,23
16,2,22046.519999999997,18087.08,17176.21,1,23
16,3,53422.09999999999,23728.22,79914.17,1,23
16,4,186210.80000000002,109651.94,115246.27999999998,2,23
16,5,257804.46,273836.01,242649.71000000002,2,23
16,6,230335.42,270920.19,320198.39999999997,2,23
16,7,205270.44,210856.94,136363.4,3,23
16,8,84463.87000000001,67782.11,87242.93,3,23
16,9,48198.36,39045.240000000005,38985.84,3,23
16,10,33197.99,20679.58,22301.64,4,23
17,1,0.0,98207.93,96004.49999999999,1,23
17,2,124560.70999999999,97527.17,104302.07,1,23
17,3,117688.51,89355.71999999999,119033.75000000001,1,23
17,4,122604.19999999998,103575.05,88062.91,2,23
17,5,99723.72,83278.23,87248.89,2,23
17,6,120283.15999999999,102441.41,135838.01,2,23
17,7,133593.91,114016.15,96048.67,3,23
17,8,136772.69,124763.10999999999,151171.03000000003,3,23
17,9,110935.04999999999,142988.61000000002,103091.08,3,23
17,10,123314.81999999999,114103.57,115007.63999999998,4,23
18,1,0.0,12989.5,13369.759999999998,1,23
18,2,25941.750000000004,21594.12,20602.620000000003,1,23
18,3,13574.71,4094.51,19502.46,1,23
18,4,31093.900000000005,38286.16,26524.49,2,23
18,5,-1.5,389.0,-48.06,2,23
18,6,-3.0,8.5,-1.47,2,23
18,8,176.25,44.1,813.74,3,23
18,9,16496.449999999997,29922.53,17708.489999999998,3,23
18,10,85584.86,112415.01,78907.27,4,23
19,1,0.0,4717.17,3286.68,1,23
19,2,17719.95,6637.400000000001,3172.5,1,23
19,3,20181.7,3894.46,4137.07,1,23
19,4,19012.21,5107.3,3482.5299999999997,2,23
19,5,14730.07,2999.4,4394.51,2,23
19,6,20660.820000000003,3161.08,4250.0,2,23
19,7,11222.25,5519.0,2887.3100000000004,3,23
19,8,1221.75,5863.93,4418.06,3,23
19,9,3466.7000000000003,6398.250000000001,4136.5199999999995,3,23
19,10,8290.13,6778.57,4780.47,4,23
20,1,0.0,33629.84,37706.96,1,23
20,2,41073.35,37328.56,43928.030000000006,1,23
20,3,41422.06999999999,37868.35,53871.119999999995,1,23
20,4,49204.04,50396.39,42199.78,2,23
20,5,44432.21000000001,43579.22,44733.98,2,23
20,6,59112.41999999999,58175.46,78188.70999999999,2,23
20,7,67461.48,67447.03,56479.06999999999,3,23
20,8,54360.490000000005,68703.94,79680.48,3,23
20,9,44628.43,67304.8,45332.36,3,23
20,10,47546.97,48068.659999999996,44753.93,4,23
21,1,0.0,26319.51,26633.6,1,23
21,2,38082.39,30315.34,35667.189999999995,1,23
21,3,39454.71,29539.2,48125.97,1,23
21,4,47779.92,40706.469999999994,40552.79,2,23
21,5,35807.340000000004,29398.149999999998,30516.42,2,23
21,6,35434.29,28536.93,40187.69,2,23
21,7,48590.740000000005,39437.92,34584.78,3,23
21,8,36335.21000000001,35163.67,45126.72,3,23
21,9,32723.4,40224.54,32926.65,3,23
21,10,39176.97,34803.83,34446.8,4,23
22,1,0.0,70224.38,71840.33,1,23
22,2,87832.13,91502.93000000001,90389.47,1,23
22,3,78784.06,80984.01,100450.75,1,23
22,4,84523.43,90045.46,75428.52,2,23
22,5,72001.49,71647.82,81598.47,2,23
22,6,85528.99999999999,91086.72,118487.99,2,23
22,7,112178.86,107495.92,99953.35,3,23
22,8,103808.07999999999,110607.0,158681.88,3,23
22,9,86378.46,119565.51999999999,102233.03,3,23
22,10,91806.53,91036.32999999999,94493.75,4,23
23,1,0.0,113883.20999999999,127749.09,1,23
23,2,156449.07,138994.26,156139.18,1,23
23,3,158713.01,136665.89,211944.72,1,23
23,4,214360.46,196075.68,177032.02,2,23
23,5,189216.89,176772.92,187243.95,2,23
23,6,206365.33,208263.06,285906.08,2,23
23,7,228178.72,226426.8,195701.57,3,23
23,8,196273.66,200202.44,254245.53,3,23
23,9,151692.47000000003,226358.31,182262.43,3,23
23,10,228311.37000000002,219310.47,218364.73,4,23
24,1,0.0,24445.16,24032.37,1,23
24,2,38179.05,34540.97,33968.28,1,23
24,3,40757.01,28674.68,44853.64,1,23
24,4,57974.86,44746.57,36331.61,2,23
24,5,43234.6,35783.89,34575.89,2,23
24,6,35392.740000000005,36029.31,46612.84,2,23
24,7,39869.18,39325.33,34278.21,3,23
24,8,70276.72,57159.14,82770.66,3,23
24,9,40199.99,52253.850000000006,39854.53999999999,3,23
24,10,49807.479999999996,43273.369999999995,47599.32,4,23
25,1,0.0,36576.44,39888.399999999994,1,23
25,2,59841.47,40591.74,46589.35,1,23
25,3,77567.05,48328.29,82249.17000000001,1,23
25,4,108437.25,85276.71,60356.409999999996,2,23
25,5,86569.75,71715.19,63979.42,2,23
25,6,87638.25,68174.29000000001,86408.65999999999,2,23
25,7,86061.0,67703.86,54864.25,3,23
25,8,80035.38,55186.159999999996,77965.18,3,23
25,9,51473.65,77078.72,61492.03,3,23
25,10,71244.04000000001,72325.93000000001,67410.62,4,23
26,1,0.0,30401.46,27255.979999999996,1,23
26,2,58429.649999999994,47131.32,44235.33,1,23
26,3,60080.84,46774.16,66169.28,1,23
26,4,75646.08,58716.65999999999,52327.14,2,23
26,5,54140.649999999994,48006.840000000004,45107.759999999995,2,23
26,6,39831.649999999994,48946.770000000004,54454.71,2,23
26,7,45926.94000000001,43812.89,35896.340000000004,3,23
26,8,48099.119999999995,42967.73,54804.18,3,23
26,9,54640.93000000001,65627.3,66015.19,3,23
26,10,78658.82,61063.32,68064.12,4,23
27,1,0.0,10066.01,11366.35,1,23
27,2,16021.57,12846.64,13627.29,1,23
27,3,13045.02,10695.84,15342.92,1,23
27,4,14098.85,14391.529999999999,10902.39,2,23
27,5,10312.23,9859.34,11381.529999999999,2,23
27,6,9829.0,9291.8,13126.77,2,23
27,7,11481.86,10054.990000000002,9180.27,3,23
27,8,14758.48,11072.439999999999,16661.48,3,23
27,9,10542.28,16376.779999999999,12458.78,3,23
27,10,15455.25,17447.239999999998,19463.25,4,23
28,1,0.0,3638.83,4264.91,1,23
28,2,5152.66,3876.92,4549.04,1,23
28,3,4986.639999999999,4183.8,4924.92,1,23
28,4,5851.639999999999,6152.87,4178.88,2,23
28,5,4260.450000000001,4144.959999999999,3490.48,2,23
28,6,3284.11,2552.92,3340.1600000000003,2,23
28,7,2798.08,2984.38,1903.38,3,23
28,8,3055.6200000000003,2456.08,3091.36,3,23
28,9,3673.37,4366.53,3265.7999999999997,3,23
28,10,8121.51,6717.82,7021.120000000001,4,23
29,1,0.0,32338.86,32553.67,1,23
29,2,43653.450000000004,39084.54,43483.05,1,23
29,3,41695.63,41370.399999999994,47578.77,1,23
29,4,55553.100000000006,48590.44,38278.67999999999,2,23
29,5,45551.6,41526.71,38667.840000000004,2,23
29,6,44075.44,40661.78,54817.09,2,23
29,7,60004.76999999999,54396.04,48173.78,3,23
29,8,51079.340000000004,47637.55,62898.71,3,23
29,9,36806.83,50348.88,41702.2,3,23
29,10,46503.96,44716.5,44639.9,4,23
30,1,0.0,25120.200000000004,20606.59,1,23
30,2,39307.65,34745.64,28856.18,1,23
30,3,39522.89,32750.72,38268.799999999996,1,23
30,4,51953.020000000004,42033.52,28762.36,2,23
30,5,39638.759999999995,36521.89,31859.58,2,23
30,6,40803.3,36863.95,42865.4,2,23
30,7,54370.68000000001,43308.6,36057.42,3,23
30,8,46397.6,37451.12,45661.51,3,23
30,9,34346.08,35066.25,26001.699999999997,3,23
30,10,37330.45,25795.239999999998,23390.58,4,23
31,1,0.0,13708.6,14509.460000000001,1,23
31,2,22242.09,15923.2,14626.42,1,23
31,3,18338.699999999997,15479.75,15923.57,1,23
31,4,20173.040000000005,19134.97,14134.92,2,23
31,5,13938.6,16155.28,15052.23,2,23
31,6,14690.460000000001,17574.010000000002,18894.29,2,23
31,7,19291.91,21178.170000000002,15751.09,3,23
31,8,31668.56,30153.300000000003,39554.56,3,23
31,9,19827.55,27395.430000000004,15179.640000000001,3,23
31,10,23248.07,21227.02,20401.25,4,23
32,1,0.0,26110.1,27175.78,1,23
32,2,50734.740000000005,43923.35,45034.86,1,23
32,3,42261.48,38983.62,48807.2,1,23
32,4,56758.34,47552.64,38898.53999999999,2,23
32,5,50891.630000000005,40523.64,40454.36,2,23
32,6,48919.05,48474.96,53753.1,2,23
32,7,61216.11,56417.69,46595.8,3,23
32,8,49249.49,42871.75000000001,53839.59,3,23
32,9,40929.64,49341.28,37803.35,3,23
32,10,44808.0,39536.479999999996,36114.200000000004,4,23
33,1,0.0,22105.93,22004.71,1,23
33,2,43442.6,36961.82,35089.1,1,23
33,3,50082.78,33493.08,52018.96,1,23
33,4,64922.1,53683.51,39677.78,2,23
33,5,49824.44,43102.63,33334.58,2,23
33,6,39786.950000000004,42588.630000000005,44819.04000000001,2,23
33,7,48525.75,44856.49,39051.44,3,23
33,8,68083.67000000001,55388.770000000004,84659.23999999999,3,23
33,9,40763.3,54858.700000000004,41275.350000000006,3,23
33,10,52927.01,45838.67,45937.47,4,23
34,1,0.0,62944.079999999994,65677.96,1,23
34,2,108535.6,81871.56,93103.72999999998,1,23
34,3,111732.5,90369.18,144401.90000000002,1,23
34,4,147534.37,113319.37999999999,107136.76999999999,2,23
34,5,134107.87,106403.15,127040.71,2,23
34,6,125447.1,126189.42,167520.91,2,23
34,7,143671.36000000002,147001.58000000002,122365.32,3,23
34,8,113920.1,110809.09,149856.56,3,23
34,9,87116.28,111784.96,103193.33000000002,3,23
34,10,110468.49,96177.21,100960.3,4,23
35,1,0.0,10504.43,12188.35,1,23
35,2,17371.5,16095.78,17806.969999999998,1,23
35,3,20396.0,19558.32,23712.92,1,23
35,4,25599.0,32626.31,23649.019999999997,2,23
35,5,28166.53,31631.59,30457.629999999997,2,23
35,6,23642.5,27307.01,34999.36,2,23
35,7,26022.0,31352.35,20006.72,3,23
35,8,16562.0,23081.71,21437.600000000002,3,23
35,9,15128.0,27025.25,20812.81,3,23
35,10,20521.5,23125.71,19938.29,4,23
36,1,0.0,6336.5,12155.02,1,23
36,2,8495.0,9758.5,16765.489999999998,1,23
36,3,12366.0,14887.5,23285.41,1,23
36,4,16594.3,19288.0,15243.499999999998,2,23
36,5,18644.5,19419.0,20137.0,2,23
36,6,20643.0,32997.8,42763.4,2,23
36,7,17134.5,34909.99,16127.84,3,23
36,8,3012.0,4610.85,5750.52,3,23
36,9,4388.5,12985.210000000001,6546.320000000001,3,23
36,10,15867.0,12641.11,12109.73,4,23
38,1,0.0,165087.46999999997,180560.06,1,23
38,2,155478.77,157555.68,179016.29,1,23
38,3,160073.32,156180.12,206149.15999999997,1,23
38,4,205273.97,212148.72999999998,179041.12,2,23
38,5,159736.14,185018.65000000002,195421.18000000002,2,23
38,6,170028.28,182216.06999999998,233293.01,2,23
38,7,227354.06,225334.09,181930.56,3,23
38,8,177192.41,197379.08,233437.33,3,23
38,9,179439.28999999998,231352.17,190130.1,3,23
38,10,216714.19,189176.40000000002,183506.06999999998,4,23
40,1,0.0,227462.63,236613.53999999998,1,23
40,2,274643.37,233866.17,252455.3,1,23
40,3,268792.49,231742.02000000002,302203.69999999995,1,23
40,4,334678.57000000007,275916.32,245807.86000000002,2,23
40,5,267704.19,229674.39,240017.36000000002,2,23
40,6,268921.61,238949.12,321951.72000000003,2,23
40,7,339763.11,291510.01,253551.88,3,23
40,8,271824.18,257356.36,345537.68000000005,3,23
40,9,266851.2,301369.19000000006,259058.81,3,23
40,10,274175.1,243295.29,254696.63,4,23
41,1,0.0,814.75,4904.95,1,23
41,2,5070.8,5419.5,9666.75,1,23
41,3,6380.8,5141.7,18285.95,1,23
41,4,12396.0,15182.0,13744.580000000002,2,23
41,5,7271.0,9628.26,8319.32,2,23
41,6,10058.2,12179.77,11738.230000000001,2,23
41,7,8656.77,15369.0,7597.82,3,23
41,8,7351.0,9384.5,10092.28,3,23
41,9,5094.0,9684.5,5030.92,3,23
41,10,7044.0,8118.1,8561.68,4,23
42,1,0.0,34679.92,38841.86,1,23
42,2,38163.08,37557.45,43241.05,1,23
42,3,47510.45,39465.659999999996,62029.68,1,23
42,4,62427.03,56843.420000000006,54841.7,2,23
42,5,46643.840000000004,49325.75,49155.91,2,23
42,6,47318.119999999995,45408.71,62873.58,2,23
42,7,63460.41,59016.75,50244.479999999996,3,23
42,8,51155.54,51227.7,64115.58999999999,3,23
42,9,47811.350000000006,66127.49,52148.41,3,23
42,10,61413.09,54723.56,53266.8,4,23
44,1,0.0,31931.67,25276.649999999998,1,23
44,2,39108.25,36658.34,31920.140000000003,1,23
44,3,36077.21,29637.46,33647.91,1,23
44,4,41312.11,36321.99,27037.14,2,23
44,5,30931.47,24888.050000000003,23850.309999999998,2,23
44,6,37477.16,27004.75,34925.619999999995,2,23
44,7,41290.9,34020.72,28699.359999999997,3,23
44,8,32388.600000000002,27241.510000000002,36045.990000000005,3,23
44,9,33087.259999999995,35396.22,28538.809999999998,3,23
44,10,49073.75,34369.78,30960.6,4,23
45,1,0.0,173.46,11.97,1,23
45,2,181.13,131.58,224.37,1,23
45,3,151.93,141.55,179.54999999999998,1,23
45,4,120.96000000000001,261.75,227.43,2,23
45,5,198.93,188.46,131.67,2,23
45,6,115.17000000000002,177.99,155.60999999999999,2,23
45,7,333.55,130.17,23.94,3,23
45,8,176.03,71.82000000000001,20.94,3,23
45,9,102.9,71.82,10.47,3,23
46,1,0.0,118180.85,120490.76999999999,1,23
46,2,137778.47000000003,131792.22,141007.63,1,23
46,3,139197.77000000002,133015.99,172335.97,1,23
46,4,175217.63999999998,167343.49000000002,147296.72999999998,2,23
46,5,148179.61000000002,147038.47999999998,155147.59000000003,2,23
46,6,154667.28999999998,161406.56,231141.19,2,23
46,7,184979.51,179412.7,161803.23,3,23
46,8,143346.38999999998,147895.24,196184.34,3,23
46,9,125577.93,157469.06,125780.37999999999,3,23
46,10,143180.79,131890.52000000002,131164.35,4,23
47,3,0.0,-298.0,-259.0,1,23
47,6,0.0,0.0,-1.5,2,23
47,7,0.0,0.0,279.0,3,23
49,1,0.0,94621.22,109634.12000000001,1,23
49,2,125597.98999999999,119519.29999999999,118867.07,1,23
49,3,122763.26,110388.25,142553.91,1,23
49,4,117511.88,138314.68,107217.07,2,23
49,5,92374.48000000001,93755.81999999999,89317.02,2,23
49,6,92538.66,94466.73000000001,118401.78000000001,2,23
49,7,119824.53,116665.47000000002,103770.18,3,23
49,8,105427.29,114706.64000000001,144039.41,3,23
49,9,79578.72,121933.1,97074.18,3,23
49,10,109134.52,104828.56,108815.26000000001,4,23
50,1,0.0,27950.0,24853.0,1,23
50,2,34186.0,30680.0,27606.0,1,23
50,3,30832.0,30734.0,38550.0,1,23
50,4,32770.75,36765.0,23854.0,2,23
50,5,24599.0,26517.25,23202.0,2,23
50,6,26651.0,25041.5,33574.0,2,23
50,7,35785.0,35016.0,29200.0,3,23
50,8,29637.0,30317.0,42253.0,3,23
50,9,24791.0,32097.0,28585.0,3,23
50,10,32061.0,27915.0,30230.0,4,23
52,1,0.0,10752.91,8338.5,1,23
52,2,18255.7,11665.61,10901.609999999999,1,23
52,3,19140.41,11123.4,12189.14,1,23
52,4,19973.469999999998,11946.199999999999,8976.48,2,23
52,5,15791.34,10013.67,9947.87,2,23
52,6,14789.51,8221.380000000001,12162.97,2,23
52,7,16911.0,9919.6,8716.509999999998,3,23
52,8,13603.85,9765.630000000001,12054.67,3,23
52,9,13873.289999999999,13486.97,10157.15,3,23
52,10,20152.440000000002,12975.45,10484.12,4,23
54,1,0.0,414.28000000000003,215.44,1,23
54,2,3752.5,355.48,301.00000000000006,1,23
54,3,3029.9700000000003,438.24,311.91999999999996,1,23
54,4,3929.5,674.4399999999999,275.36,2,23
54,5,3134.0,436.47999999999996,222.26000000000002,2,23
54,6,2789.0,362.0,278.44000000000005,2,23
54,7,2707.0,351.56,112.72,3,23
54,8,2307.5,628.48,271.90000000000003,3,23
54,9,1109.0,551.38,180.38000000000002,3,23
54,10,994.2,340.46000000000004,235.92,4,23
55,1,0.0,44576.55,42324.990000000005,1,23
55,2,104921.72,65695.56,64116.84999999999,1,23
55,3,92913.53,59856.479999999996,65254.62,1,23
55,4,89575.79000000001,69090.65,46590.88,2,23
55,5,54291.16,37172.619999999995,32579.16,2,23
55,6,57676.13,42861.79,44172.46,2,23
55,7,62418.07,48743.869999999995,32013.89,3,23
55,8,45102.100000000006,41885.11,39527.29,3,23
55,9,38884.28999999999,53268.100000000006,34800.12,3,23
55,10,60941.25,50390.299999999996,46115.49,4,23
56,1,0.0,2577.5699999999997,1544.48,1,23
56,2,10498.939999999999,7233.47,7826.530000000001,1,23
56,3,26054.050000000003,20479.55,36331.58,1,23
56,4,70855.49,57627.97,60519.62,2,23
56,5,149893.56,130946.29,144032.24000000002,2,23
56,6,79621.43000000001,85205.23000000001,88619.65,2,23
56,7,31529.609999999997,33541.79,18226.079999999998,3,23
56,8,17950.82,10596.210000000001,20308.510000000002,3,23
56,9,24162.28,30112.92,24280.739999999998,3,23
56,10,16770.789999999997,10095.050000000001,8514.3,4,23
58,1,0.0,11455.0,4370.0,1,23
58,2,3761.0,13186.0,8020.0,1,23
58,3,3773.0,7893.0,7950.0,1,23
58,4,2585.0,6980.0,10020.0,2,23
58,5,2866.0,7264.94,11280.0,2,23
58,6,4030.0,14673.880000000001,19195.0,2,23
58,7,5360.0,15530.0,20245.0,3,23
58,8,2623.0,13064.97,16515.0,3,23
58,9,4191.0,17840.0,19030.0,3,23
58,10,10733.0,9385.0,22410.0,4,23
59,1,0.0,4757.87,3553.75,1,23
59,2,6988.27,3346.32,2182.46,1,23
59,3,5298.620000000001,2791.8799999999997,2429.86,1,23
59,4,6629.93,3068.49,1815.3500000000001,2,23
59,5,4273.66,2537.81,1756.4399999999998,2,23
59,6,4652.18,2038.92,1990.03,2,23
59,7,5910.139999999999,2622.4500000000003,1429.4799999999998,3,23
59,8,5309.69,2388.92,2591.97,3,23
59,9,4028.17,3059.84,1730.07,3,23
59,10,5051.54,2346.13,1739.54,4,23
60,1,0.0,0.0,299.2,1,23
60,2,0.0,369.6,511.6,1,23
60,3,0.0,404.79999999999995,549.0,1,23
60,4,0.0,431.2,441.0,2,23
60,5,0.0,422.40000000000003,468.0,2,23
60,6,0.0,396.0,630.0,2,23
60,7,0.0,580.8000000000001,521.8,3,23
60,8,0.0,299.2,476.4,3,23
60,9,0.0,484.0,576.0,3,23
60,10,0.0,422.40000000000003,576.0,4,23
67,1,0.0,37321.89,40732.08,1,23
67,2,69084.70999999999,68291.99999999999,76030.93,1,23
67,3,51054.6,48981.259999999995,61685.84,1,23
67,4,67032.44,67120.01,57652.84,2,23
67,5,74921.85,75804.92,81083.82,2,23
67,6,82377.09999999999,80065.81,95773.29999999999,2,23
67,7,57323.91,59767.74,51386.77,3,23
67,8,45011.439999999995,46454.02,61768.03,3,23
67,9,42997.229999999996,58625.91,50880.93,3,23
67,10,49561.96,51577.22,54504.46,4,23
71,1,0.0,40046.25,38409.36,1,23
71,2,68475.76999999999,54206.88,58697.520000000004,1,23
71,3,57370.060000000005,41668.299999999996,55223.5,1,23
71,4,54803.9,48209.549999999996,40233.08,2,23
71,5,40321.18000000001,31564.7,35560.15,2,23
71,6,57118.4,40227.64,56456.78999999999,2,23
71,7,70383.14,52390.00000000001,45173.93,3,23
71,8,74766.34000000001,66368.71,90112.44,3,23
71,9,62953.35999999999,67742.95,50313.11,3,23
71,10,44076.03999999999,40848.950000000004,43454.16,4,23
72,1,0.0,264291.64999999997,233258.93000000002,1,23
72,2,385839.89999999997,381869.62,377636.58999999997,1,23
72,3,288159.95,280454.13,345590.47000000003,1,23
72,4,293936.39,314304.61000000004,242637.5,2,23
72,5,196690.31,223712.07,197314.53999999998,2,23
72,6,249833.19,255993.45999999996,296961.16000000003,2,23
72,7,309385.13,305770.02999999997,219392.18,3,23
72,8,303015.81,294619.20999999996,357587.62,3,23
72,9,268485.73000000004,364169.92000000004,275387.18,3,23
72,10,308153.57999999996,322051.77999999997,257880.39,4,23
74,1,0.0,126566.38,127864.52,1,23
74,2,123749.69,126548.31,136230.66,1,23
74,3,125614.9,123111.04000000001,161387.6,1,23
74,4,153414.77,154581.88,128130.75,2,23
74,5,139528.59999999998,140849.97,140612.28,2,23
74,6,164137.49,155316.23,204648.91999999998,2,23
74,7,197120.36,187767.65,162501.6,3,23
74,8,208330.29,212815.64,276170.01,3,23
74,9,172819.52,219319.91,160491.58,3,23
74,10,161937.7,148977.40000000002,152409.84999999998,4,23
77,2,0.0,0.0,198.0,1,23
79,1,0.0,113224.76000000001,104511.17,1,23
79,2,139646.19,145037.18,145594.35,1,23
79,3,136754.38,140468.84,163881.16,1,23
79,4,149125.65,159567.41000000003,123845.25000000001,2,23
79,5,109904.93,126501.21,120258.58,2,23
79,6,122080.05000000002,126649.52,153584.62,2,23
79,7,155344.21000000002,156396.23,111273.36,3,23
79,8,117077.81,127376.66,147083.67,3,23
79,9,107884.78,154585.5,116176.23,3,23
79,10,148778.01,115149.22,116652.13,4,23
80,1,0.0,60.57,7006.37,1,23
80,2,11.94,274.14,7069.16,1,23
80,3,41.47,1689.45,7201.62,1,23
80,4,288.71000000000004,6043.599999999999,6182.38,2,23
80,5,81.62,5627.72,5917.46,2,23
80,6,73.6,4725.2,7658.85,2,23
80,7,35.11,6810.42,6003.04,3,23
80,8,68.55000000000001,5321.65,7472.54,3,23
80,9,110.48,8328.650000000001,7004.69,3,23
80,10,4.0,5607.65,6621.3099999999995,4,23
81,1,0.0,34096.91,29619.96,1,23
81,2,37547.74,34581.880000000005,35754.1,1,23
81,3,41388.399999999994,34095.829999999994,43717.99,1,23
81,4,45454.48,41756.770000000004,34656.93,2,23
81,5,39646.41,35270.39,35467.8,2,23
81,6,41614.97,36951.41,44146.0,2,23
81,7,49521.69,45597.729999999996,36091.2,3,23
81,8,40228.049999999996,37882.97,44019.77,3,23
81,9,36421.18,45235.9,34091.88,3,23
81,10,33566.33,33302.44,38465.78,4,23
