Dept,Q_2010,Q_2011,Q_2012,Quarter,Store,Q_2013
56,767.0,1252.56,610.59,4,30,1044.7614616316187
59,1699.63,1573.3299999999995,513.28,1,30,305.21320000000026
59,2237.850000000001,1323.78,252.37,2,30,147.38059312000007
59,1799.14,595.0100000000001,228.36,3,30,395.80916496000026
59,1904.42,915.6,67.21000000000001,4,30,122.29845111809539
60,7295.199999999999,7893.5999999999985,7687.2,1,30,9037.877479999992
60,11624.8,8905.6,7488.0,2,30,7262.445239999993
60,9009.8,7920.000000000001,7092.0,3,30,10958.237800000003
60,12619.2,10102.4,1926.0,4,30,874.8800789914283
67,14769.489999999998,17186.6,17034.59,1,30,20744.51855999999
67,27148.99,24421.730000000003,24001.83,2,30,23787.837959999997
67,15896.59,13572.23,13808.670000000002,3,30,12584.119839999992
67,19593.09,15289.53,4961.91,4,30,769.7365534798095
72,950.28,855.7000000000003,916.9699999999997,1,30,986.4906687999994
72,1207.5500000000004,947.73,577.74,2,30,1181.5124804933314
72,1089.43,516.25,563.1300000000001,3,30,1212.794720226665
72,907.7199999999997,683.24,282.13,4,30,405.3148986487618
74,3439.63,3815.06,1156.55,1,30,1039.198491199999
74,4307.609999999999,4839.85,896.2600000000001,2,30,830.7528594399995
74,7342.209999999999,5461.8600000000015,1835.31,3,30,1764.9863199999984
74,4698.13,1235.3,169.31,4,30,91.48800385676188
79,53035.91,66248.88,74784.04999999999,1,30,84831.65424000002
79,85451.23,70968.29,82489.8,2,30,85067.68928000004
79,76131.95999999999,71680.45999999999,83101.84999999999,3,30,81197.12528000002
79,78029.53000000001,69820.09000000001,25853.84,4,30,3301.2665458799947
80,58306.43,79633.63,92460.96,1,30,98318.49240000002
80,96125.71,81623.62000000001,90532.28,2,30,93217.22000000004
80,93472.75,65447.12,87698.32,3,30,91375.98188
80,91155.41999999998,84701.70000000001,25387.57,4,30,4902.038277770662
81,102281.14,144815.09,139373.65000000002,1,30,154064.11052000005
81,166069.08000000002,149055.85,148622.84999999998,2,30,152061.38548000014
81,159165.8,140619.75,141298.89,3,30,137895.14584
81,165578.68000000002,125455.38,42891.55,4,30,3096.096835362669
82,29955.66,54266.12,57366.15,1,30,66114.29440000001
82,56929.4,63910.37,60502.02,2,30,58949.97259999991
82,48090.59,54589.71000000001,51961.2,3,30,52349.04056000003
82,78227.43,80573.17000000001,16355.490000000002,4,30,2529.05548921447
83,17717.53,26251.41,24252.34,1,30,25241.589119999993
83,26766.48,22847.89,22645.14,2,30,20561.45979999998
83,28479.28,22624.32,19890.5,3,30,20176.252879999985
83,25410.340000000004,16089.669999999998,4945.8499999999985,4,30,804.8929450878094
85,596.02,979.37,508.47,1,30,7598.597503039996
85,1782.64,1099.04,654.96,2,30,1380.5559476000014
85,1425.78,684.8899999999999,411.59000000000015,3,30,619.6713649680004
85,1482.15,1043.88,230.14,4,30,669.78140381219
87,1473.6,4256.84,4965.1,1,30,4712.020559999999
87,2424.32,5286.52,4632.58,2,30,6712.336960000007
87,3603.130000000001,5579.26,4055.52,3,30,6405.191320000004
87,4286.75,4152.3600000000015,1234.58,4,30,902.7504012373329
90,301079.75,413133.91,469087.09,1,30,478440.61380000005
90,438470.73999999993,439282.46,456290.68000000005,2,30,479529.0428000014
90,436015.1400000001,456944.32,456122.29,3,30,447956.5773600008
90,467254.88,468195.79,149209.98,4,30,47078.4961281851
91,277211.51,386721.43,404676.55,1,30,454558.70188000076
91,438915.69,402758.86,408269.27,2,30,402790.4952
91,441502.01,428062.2899999999,401011.9000000001,3,30,376064.49779999966
91,427857.37,375535.8000000001,122928.83,4,30,34940.27793245597
92,464804.56000000006,655827.22,726298.5599999998,1,30,775105.4045200003
92,673166.91,630580.2,683741.52,2,30,675927.1182399997
92,669642.4200000003,651494.7099999997,684007.4500000001,3,30,671228.9091599995
92,793709.7,752440.24,229900.43,4,30,67609.96542754554
93,179894.91999999995,279178.67,288533.81,1,30,313971.71083999996
93,298728.54000000004,286891.46,300020.78,2,30,311581.25659999996
93,298557.73000000004,273267.09,301883.72,3,30,295363.56436
93,320719.97,280706.39000000013,96203.79,4,30,29220.670677210674
94,208556.14,285504.6,308576.19999999995,1,30,325004.64191999985
94,341992.17,328427.75,339345.56,2,30,338435.40712
94,336665.73,324023.49,335389.09,3,30,338105.3364400004
94,315847.11,278877.48000000004,103529.71,4,30,28764.723405930265
95,386610.8,535104.76,566853.52,1,30,577522.9153200001
95,648260.8600000001,580987.93,607855.21,2,30,631693.2467999998
95,641940.1499999999,599171.75,591359.09,3,30,519445.4511200006
95,623496.53,537872.6599999999,180767.43,4,30,51682.840814711475
96,146549.85,209500.09,229872.19,1,30,243161.7954799996
96,275419.42000000004,248604.13000000003,256315.24,2,30,258003.29195999936
96,273698.27,253223.64,254617.34000000003,3,30,246642.38412000064
96,282199.35000000003,235724.37,74601.13,4,30,25282.01342886509
97,107872.29,162502.38,169161.44,1,30,184798.49036000026
97,174285.61,172400.05,171662.10000000006,2,30,176720.47452000043
97,181638.74,167384.34,170030.82,3,30,163651.55580000012
97,190608.35,162768.97,53356.86,4,30,3385.1284200799996
98,27613.48,36587.139999999985,45461.74000000001,1,30,71070.5337599999
98,39757.29,38090.1,42630.02,2,30,47859.246199999965
98,35891.520000000004,34172.04999999999,41636.22,3,30,42514.34756000001
98,49503.84,52415.85000000001,14846.71,4,30,2247.7440546239977
99,0.02,0.0,-6.72,1,30,243.5040282666666
99,0.0,0.0,0.12,3,30,8.940159999999967
1,155364.8,205765.05,244039.95,1,31,273939.5727199997
1,223141.36,219575.18000000005,218702.6,2,31,215682.8275200004
1,173721.99999999994,197870.45,181768.97,3,31,169951.4955999998
1,296166.64,290471.33,75412.97,4,31,16025.891514573335
2,449119.87,687632.77,770512.22,1,31,795052.4002400001
2,748172.72,766380.4099999998,780132.02,2,31,791138.8284800006
2,762234.28,839935.3999999998,770989.51,3,31,717176.1382399997
2,777909.6900000002,786238.2300000002,227977.69,4,31,61902.43444163723
3,69167.46,102436.02,121786.13999999998,1,31,130407.27691999967
3,93884.55999999998,96823.0,93322.49,2,31,95858.79263999993
3,215011.64,249616.85,235804.16,3,31,225586.67615999968
3,107835.07000000002,103659.33,28837.94,4,31,12086.637572800013
4,258511.26,409884.17,469544.36,1,31,491221.5780800001
4,430730.56999999995,453282.9,473218.37,2,31,472463.0396400002
4,432423.89,496412.5999999999,464997.1,3,31,460057.2562799999
4,473671.64,484579.04999999993,136136.68,4,31,42125.25441735967
5,173374.78999999998,237762.62,239005.04000000004,1,31,259179.7599199997
5,229638.21,226064.94000000003,173055.16,2,31,163574.87331999998
5,195226.88,198012.16,154570.04,3,31,152802.94720000005
5,426404.25,357648.03,65573.07999999999,4,31,12134.010395736017
6,44989.91,35371.200000000004,29378.93,1,31,27660.169280000002
6,60780.27,51758.77999999999,33164.55,2,31,33926.58215999999
6,43645.32,33956.42,22783.89,3,31,19817.758240000014
6,82704.70999999999,53528.55,6980.219999999998,4,31,3871.9902838986686
7,115398.42,169040.38999999998,186347.62,1,31,204462.9372399998
7,254703.33,257075.76,257292.77,2,31,258263.4213200005
7,206338.03,222526.79,217034.71000000005,3,31,209111.09420000005
7,534430.1200000001,515112.56,69478.20999999999,4,31,11450.078679301358
8,208632.5,306375.98000000004,324644.55,1,31,329249.05872000044
8,327962.36000000004,340065.97,329545.81,2,31,334677.4195999996
8,313524.01,344554.04000000004,320397.77,3,31,275796.6111200001
8,360815.65,336627.3,101604.73,4,31,16693.78718372493
9,84576.99,121754.85,111124.68,1,31,132903.03320000033
9,178340.49999999997,179504.65,170468.18000000002,2,31,169480.8602400002
9,135693.16,143801.11000000002,145281.96,3,31,144046.75636000017
9,128061.02,114100.46,33911.33,4,31,7431.044524752006
10,152531.5,225112.12,232547.82,1,31,249779.1210399999
10,247328.76,246312.61,244366.68,2,31,247278.8743200001
10,280427.73,349138.82,285544.21,3,31,257907.41559999975
10,255926.13,259726.97999999995,68393.21,4,31,23567.015912879982
11,86670.01000000001,141666.65999999995,130039.52999999998,1,31,145264.1100000001
11,158947.1,158419.06,151835.97,2,31,156083.40471999987
11,156489.3,175965.76,149520.15000000002,3,31,144084.90815999988
11,159001.36,146822.76,41088.03,4,31,6243.982662560001
12,22756.25,29192.84,34307.630000000005,1,31,39710.44999999995
12,40619.91000000002,39103.47,38716.39,2,31,37464.27115999997
12,40056.57,41328.55,38091.28,3,31,36242.21647999996
12,33840.98,32061.83,10356.04,4,31,3041.290011218665
13,340231.24,515328.57000000007,582780.33,1,31,606737.79828
13,531906.06,536953.7299999999,570003.9400000001,2,31,580504.9197199994
13,534278.5800000001,588533.7799999999,575201.99,3,31,541359.1958000009
13,574885.07,571995.21,178470.35,4,31,41459.46199170668
14,149900.91,198441.48,227035.89,1,31,238654.03996000002
14,218390.59,220337.68,215647.92,2,31,216007.14199999996
14,194446.88000000003,211227.27,210374.80000000005,3,31,201462.4300800001
14,305754.98,292941.83,65174.08,4,31,22305.544647251772
16,47318.00000000001,73310.67,80520.58,1,31,107089.16984000006
16,208184.52,170948.06000000006,173646.75999999998,2,31,173937.14816000013
16,113069.16,116139.60000000002,108118.50999999998,3,31,98163.91127999984
16,50244.4,41515.470000000016,12735.22,4,31,1676.3879663226676
17,85312.1,95143.9,100310.21,1,31,100993.59739999996
17,95691.75999999998,100353.91999999998,95138.36,2,31,88464.62028000003
17,97874.66,107398.72999999998,98235.49,3,31,92613.66424000003
17,127668.88,116607.3,30477.85,4,31,11224.142771720013
18,37234.4,39342.12,48339.64,1,31,59194.6498400001
18,15099.06,16544.999999999996,11457.37,2,31,11354.179120000008
18,3253.88,6670.8899999999985,5349.469999999998,3,31,4989.460279999998
18,273433.99,239242.23,29047.050000000007,4,31,11979.808027568013
19,354.16,344.42,329.67,1,31,372.53953783999924
19,694.76,420.99000000000007,677.3,2,31,672.2463738400008
19,640.0,724.54,521.28,3,31,671.2083962400008
19,444.5,682.09,107.44,4,31,125.74074473180974
20,64642.36,73234.35999999999,87025.9,1,31,100021.8373600001
20,92116.74,81214.17,88623.03000000001,2,31,92825.86684000008
20,87592.58000000003,87626.67,89300.97,3,31,89254.57808000018
20,74934.93000000001,70669.01,22571.73,4,31,7141.113350257523
21,42637.16,55804.63000000001,57469.75,1,31,67092.86164000008
21,65577.61000000003,60425.04,54447.78,2,31,52199.41211999989
21,64579.11,64482.64000000001,47889.02999999999,3,31,42149.40259999996
21,69848.56,65193.11,14634.85,4,31,2543.9955721478054
22,89842.70000000003,112345.41,127096.29,1,31,135799.02939999974
22,99102.11,101241.09,92049.54,2,31,91293.54648000002
22,101991.63,113681.65,101280.63999999998,3,31,95642.38248000006
22,136322.50999999998,127616.83,32299.22,4,31,7983.296425856006
23,146233.02,237377.85,244372.7,1,31,257035.40507999988
23,282900.72000000003,286478.81,278587.71,2,31,288411.4401599999
23,244483.92,267421.98,264265.74,3,31,258136.47952
23,338491.29000000004,298035.81,81129.68,4,31,18378.13952121636
24,35392.96,45638.6,47796.47,1,31,54951.02500000003
24,54828.51,46170.13,46453.95,2,31,46495.85308000002
24,57818.13000000001,65656.23999999999,71563.1,3,31,70807.8009999999
24,76650.54,73441.70999999999,20853.7,4,31,7393.587973508191
25,76478.25,110000.59,117867.54,1,31,140514.24968000015
25,137043.13,134400.57,132506.97,2,31,132969.20107999994
25,104591.17,122944.52999999998,102391.31,3,31,96400.24076000007
25,131941.97,130647.14999999998,35687.47,4,31,6571.603444912007
26,62361.17999999999,79321.39,89187.77999999998,1,31,103378.36032000004
26,99905.80000000002,95539.84,88015.76,2,31,91537.36020000002
26,78797.16,79342.20000000001,71862.76999999999,3,31,73011.35419999994
26,129659.45,112323.06,37362.63,4,31,6359.358327312007
27,12234.5,17215.809999999998,18088.48,1,31,21295.43591999999
27,11536.680000000002,11077.330000000002,10277.39,2,31,10307.927760000002
27,11585.31,11734.34,11168.770000000002,3,31,12258.948920000003
27,26427.189999999995,27199.98,4719.26,4,31,777.0093012371425
28,8265.37,9928.89,9183.76,1,31,10098.853800000003
28,7515.23,5706.969999999998,5298.490000000002,2,31,5137.391439999996
28,4736.99,4319.16,4054.52,3,31,3554.245040000001
28,13385.37,11608.67,2548.17,4,31,1039.7059447596184
29,32586.0,53459.84,60450.96,1,31,71733.65363999996
29,51804.70999999999,50729.05,57474.41999999999,2,31,56857.57383999995
29,51244.74999999999,51801.33,54801.27,3,31,53454.59684000002
29,67857.83,76868.89,16527.74,4,31,3159.082420085327
30,28243.38,36628.68,39104.789999999986,1,31,45221.02615999998
30,46580.89,46093.53999999999,48547.49,2,31,47055.45627999999
30,39195.48,45244.47,40593.45,3,31,38402.53680000006
30,33357.66,33598.9,10104.23,4,31,2485.4105486586645
31,15195.22,26086.99,21345.430000000008,1,31,25894.811280000013
31,19575.34,22796.81,20032.500000000004,2,31,20076.80983999997
31,39098.12,37846.46,41609.22,3,31,39085.528399999945
31,41222.88,35345.72,10157.75,4,31,3664.6673096693344
32,57896.07000000001,72757.85,77848.70999999998,1,31,85708.47175999997
32,82456.71000000004,81674.63,78990.68000000001,2,31,78658.3089599999
32,70437.04999999999,69853.38,67217.76,3,31,65917.98660000015
32,106906.89,90350.79,18592.17,4,31,6465.628461429319
33,38263.71,50135.79,49015.89000000001,1,31,58182.76112
33,66676.42,54914.14000000001,53259.52,2,31,56816.33956000002
33,65279.76000000001,67267.45,70284.96,3,31,69570.55211999996
33,92336.52,77134.31000000001,19662.12,4,31,6961.801260069708
34,154748.65000000002,152458.06,170448.78,1,31,187671.5567200001
34,222520.14,195530.38,207606.88,2,31,222855.33096000028
34,180456.27000000005,188367.01,156821.11000000002,3,31,146457.63027999998
34,196144.67,163052.74,53849.17,4,31,4899.4783498479965
35,16070.5,23440.52,19079.95,1,31,22423.78724
35,32672.55,29744.63,24253.11,2,31,23349.25475999999
35,23166.16,23127.27,19131.18,3,31,20688.489960000017
35,31259.5,23609.3,6269.960000000001,4,31,864.3862474359998
36,7298.0,8490.2,10104.79,1,31,12169.756719999987
36,30992.0,40323.12,34763.75,2,31,35284.555079999984
36,11946.0,16096.08,10501.84,3,31,9197.908320000019
36,16464.0,18611.610000000004,3182.82,4,31,4657.728463864767
37,30233.75,38800.55,39255.94,1,31,44281.503479999985
37,40890.16,39990.47,33459.21,2,31,33551.835600000006
37,41012.029999999984,43588.569999999985,34200.52,3,31,30368.578239999948
37,43819.540000000015,39540.15999999999,8877.81,4,31,2744.6718012232373
38,648143.82,1034476.1800000002,1131209.22,1,31,1162204.4787200012
38,1024220.95,1053958.5699999998,1078179.56,2,31,1096967.015240002
38,1016608.41,1111719.99,955196.35,3,31,910777.4877999974
38,1094314.76,1058933.31,314910.44,4,31,74279.39603422135
40,474465.69,707142.89,811436.1699999998,1,31,828180.7051199999
40,727968.18,736819.34,759028.5700000002,2,31,768097.889959999
40,681456.81,766310.71,730704.41,3,31,717161.2099199984
40,776404.15,745046.8599999999,231680.3,4,31,72313.17100383158
41,7106.15,18912.37,7268.99,1,31,10776.662119999992
41,8469.619999999999,25697.67,14626.89,2,31,16027.257359999967
41,15277.32,15243.0,16614.59,3,31,15130.715239999989
41,29491.5,24933.29,7190.949999999999,4,31,1890.6165749226643
42,42216.46,58759.35,74568.22,1,31,86023.65291999998
42,66560.73,67736.97,70985.29000000001,2,31,73544.73772000003
42,68719.34999999999,81373.66999999997,72456.76999999999,3,31,71202.68279999994
42,72901.18000000001,69925.14,21915.99,4,31,7155.43495009219
44,16097.32,25660.72,25799.61,1,31,29102.795879999987
44,28347.050000000007,32170.13,26501.44,2,31,26770.471359999967
44,26874.1,30297.990000000005,25105.56,3,31,23757.249559999975
44,37621.04999999999,42852.87,10293.32,4,31,3766.411805259432
45,-0.46,31.410000000000004,29.85,1,31,19.313799999999993
45,-1.7599999999999998,70.39,29.85,2,31,64.79568858666666
45,69.75,77.29,10.47,3,31,65.29006293714288
46,201670.19,298584.50999999995,330139.75,1,31,342960.6505999998
46,343650.87999999995,366474.08,365292.92,2,31,376706.9314400006
46,303422.01,357076.92,327611.38,3,31,312054.3562400002
46,348604.12,334594.05,90572.47,4,31,22357.68435051124
47,86.0,0.0,-58.0,1,31,-52.38125479999999
47,20.0,0.0,-216.5,2,31,-39.66357239999999
49,72461.10999999999,117753.07,144582.46,1,31,151935.06039999996
49,115185.52999999998,108035.38,103132.59,2,31,99427.5048000001
49,111186.96000000002,115070.87999999998,112972.1,3,31,108717.15531999995
49,109380.69,96287.11,33875.47,4,31,6657.536751608007
52,7078.96,7404.76,7646.16,1,31,10306.985799999995
52,10481.719999999998,8688.16,8823.6,2,31,9135.608360000006
52,8541.19,9858.98,8305.65,3,31,9836.83008
52,13143.69,11170.74,2617.96,4,31,1029.322750555619
54,1323.0,766.64,367.26,1,31,228.5825600000003
54,2517.0,983.04,297.16,2,31,197.03632000000013
54,1554.25,344.49999999999994,182.98,3,31,197.0005797413331
54,1833.32,533.48,326.28,4,31,47.198162897523744
55,80685.82,98551.21,92110.7,1,31,98127.80640000003
55,93664.89,80605.09,75194.15000000001,2,31,79877.85432000014
55,88563.38999999998,78235.09,70020.25,3,31,66144.91280000003
55,184663.72,169660.42,24330.88,4,31,9005.978977280765
56,9850.43,19125.7,19096.12,1,31,22561.096400000017
56,49564.11,48707.27,37840.28,2,31,41289.224399999985
56,9370.18,10469.160000000002,10352.96,3,31,10574.029959999987
56,14833.090000000002,15245.050000000005,5439.230000000001,4,31,732.2283339620958
58,33889.47,25285.0,30035.0,1,31,29870.616399999995
58,54425.0,34240.0,40060.0,2,31,37762.75199999998
58,66100.0,48690.0,42130.0,3,31,39995.141920000046
58,46958.96,39097.5,11815.0,4,31,1884.2740428586676
59,5650.089999999998,6602.500000000001,2878.640000000001,1,31,2567.710839999999
59,7680.180000000002,4065.9,2491.92,2,31,1836.7481199999993
59,6774.1399999999985,3830.79,2353.0199999999995,3,31,2021.8323999999957
59,19933.56,12046.02,696.03,4,31,326.8514686719998
60,0.0,3095.8,3459.8,1,31,3389.984080000002
60,1304.0,3431.200000000001,3572.8,2,31,3415.2377600000013
60,2615.2,3414.4,3636.0,3,31,3199.0131200000033
60,3956.4,3730.0,1170.0,4,31,304.30816391377743
67,59967.54000000001,77060.83,84181.94,1,31,97003.72479999992
67,103512.02,100036.99000000002,102137.76,2,31,102442.76824000002
67,65616.18000000001,67566.02,64435.48,3,31,57825.376919999995
67,99458.23,103451.92,21230.120000000006,4,31,3782.2002951043773
71,75305.95999999999,74591.55,73974.85,1,31,81698.63800000002
71,71562.48,70447.77,59744.63000000001,2,31,58433.893079999965
71,77823.51999999999,84873.5,65976.59000000001,3,31,74782.16244000001
71,78248.7,71420.66,17303.230000000003,4,31,6333.271038249136
72,498124.86,564241.5,624682.0700000001,1,31,677782.6420400003
72,507775.8300000001,509680.43,475614.71,2,31,512067.39644000016
72,501788.7300000001,466247.01,485347.8599999999,3,31,470084.4884799996
72,844287.2699999998,924603.75,175557.57,4,31,41464.60155496796
74,143143.52,204626.79,220974.41000000003,1,31,238067.32892000003
74,208122.12,202107.86,183801.74,2,31,192513.63771999997
74,201165.04,204812.56,193204.72000000003,3,31,191898.46975999986
74,193013.8,186601.13,52660.60000000001,4,31,3367.2518126
77,0.0,0.0,200.0,1,31,1766.2398562133328
78,0.0,0.0,7.0,1,31,1059.5415599999997
79,297291.78,448046.95,503032.19,1,31,544214.3285999995
79,457954.66,480774.67999999993,492770.81000000006,2,31,498163.68039999966
79,443317.77,500486.2100000001,466419.5,3,31,470265.54799999984
79,476057.47,465966.41,144758.79,4,31,45278.868518119954
80,142105.28,236330.63,253530.62,1,31,269650.7958799996
80,224156.45,269747.89,248765.8,2,31,254219.92791999987
80,230068.02,277545.86,250359.66000000003,3,31,228787.6213600002
80,259113.54,250932.65,77196.15,4,31,21738.562108796537
81,189843.21,327299.75,343307.54000000004,1,31,315989.891
81,299235.86000000004,334983.65,343692.86,2,31,335848.49079999985
81,310363.34,370736.39,325881.19999999995,3,31,314541.04436000023
81,333988.11999999994,340081.47000000003,98967.36,4,31,31985.42454405869
82,114114.49000000002,196202.57,266981.37,1,31,293601.43308000016
82,193075.86,226368.65,261916.95,2,31,274732.63632000005
82,186995.05,239780.50000000003,222375.72000000003,3,31,216717.42887999956
82,288846.44,312482.29000000004,73933.76,4,31,24021.29812486852
83,72464.3,114015.54,119466.03,1,31,139077.27347999986
83,100308.96,108270.24,121684.43,2,31,131956.01664000013
83,107901.63,113993.07,121336.56,3,31,118860.12936000008
83,102946.38999999998,100397.39,34404.73,4,31,2019.0767561475543
85,12003.079999999998,15171.62,14149.850000000002,1,31,16580.145520000013
85,18782.29,18186.48,15800.179999999997,2,31,16973.61352000001
85,18672.58,17829.699999999993,13302.94,3,31,13397.16787999999
85,20636.04,17865.690000000002,4242.3200000000015,4,31,1225.099847007811
87,62090.37,93633.74,115991.24,1,31,122529.95155999977
87,87979.87,110163.52,125525.22000000002,2,31,132543.14296000003
87,109377.21,121663.13,119637.84999999995,3,31,119000.3958800001
87,104567.85,119431.97,39816.45,4,31,2721.718081866413
90,679924.28,1031488.18,1187349.1799999995,1,31,1233601.3862399997
90,998598.48,1136439.6,1153135.67,2,31,1199129.3292399994
90,996216.01,1293392.2400000002,1150398.32,3,31,1042469.4165600006
90,1094515.0499999998,1238952.7899999998,361509.21,4,31,100624.39647114398
91,569687.93,890214.87,931781.65,1,31,998462.9145199993
91,894529.64,925720.11,907849.99,2,31,881837.2354000016
91,885310.53,1021339.51,909041.13,3,31,857239.3309199988
91,927263.76,905941.2,274514.78,4,31,87756.50253236803
92,996707.98,1588870.5900000003,1760890.5,1,31,1770748.902960004
92,1448479.97,1581877.7300000002,1656478.1,2,31,1688075.3195600007
92,1487565.35,1767412.6900000004,1672584.24,3,31,1588637.7422799987
92,1793810.3100000003,1853991.02,553778.48,4,31,182960.0487152882
93,405732.92,709246.25,769064.01,1,31,773555.7691199996
93,658927.2300000001,741215.95,801426.37,2,31,777378.1669199986
93,677675.04,832086.4400000002,820128.7300000002,3,31,802981.3983199995
93,787313.74,818845.3500000002,254635.38,4,31,67171.903223352
94,511148.15,829503.5700000002,869675.0399999998,1,31,882392.0572800024
94,842268.94,1000895.5900000004,945690.46,2,31,946120.33416
94,855605.24,1085737.9500000002,945529.77,3,31,887260.700359999
94,841117.17,829244.34,272280.06,4,31,88946.85552837417
95,796339.08,1267387.72,1372333.8199999998,1,31,1458375.6841199978
95,1378402.13,1424008.0099999998,1454795.13,2,31,1471104.10276
95,1342089.6,1631235.07,1436650.62,3,31,1276763.52436
95,1366364.8499999996,1378307.35,409617.37,4,31,121823.41090876823
96,207136.96,350240.88,368735.73,1,31,382746.2455200001
96,402652.35,385113.17,414272.66,2,31,441530.9594800007
96,391881.63,447612.5899999999,400975.68,3,31,375095.8303199996
96,449223.89,408013.51,112088.03,4,31,25289.61580698661
97,228349.62,392522.04999999993,409515.24,1,31,457698.2298000008
97,368609.35,413329.2,403760.5800000001,2,31,421104.47276000015
97,403433.27,466000.1,406972.93000000005,3,31,388988.09839999967
97,423661.84,413642.89,123934.8,4,31,34646.92752424799
98,81187.04,119683.94000000002,136665.77,1,31,148364.18431999994
98,128486.16,136203.31999999998,126478.02,2,31,122449.81839999987
98,111988.84,129407.44999999998,114876.47,3,31,100935.61235999996
98,156712.48,159704.94999999998,43175.36,4,31,3575.4292135600012
99,0.02,340.0,2614.100000000001,1,31,9519.68383999999
99,0.0,590.0,1015.09,2,31,1671.2738464640013
99,3.76,520.1099999999999,102.54,3,31,898.1274568426666
99,0.0,7510.17,210.0,4,31,1324.6773447375233
1,188088.21,242641.12,302877.47000000003,1,32,367339.56496000045
1,266785.53,293477.31,303154.82,2,32,311560.73099999985
1,219054.91,267932.92000000004,255113.89,3,32,249508.6236000006
1,397873.51,405772.79,125154.97,4,32,31160.253914377477
2,368097.27,574665.28,644581.79,1,32,719900.6302000005
2,631029.9199999999,646285.09,675115.2399999999,2,32,679034.2950799994
2,662608.5299999999,733014.93,696193.25,3,32,666729.0026799998
2,692763.01,659253.1,212652.71,4,32,62619.15186117856
3,82872.03,142187.21,168056.9,1,32,188742.4947200002
3,124678.02,141482.61999999994,140657.75999999998,2,32,143737.85356000008
3,322995.24000000005,346182.86000000004,359424.66,3,32,362531.9957600004
3,170679.15,166976.75,46380.04000000001,4,32,4725.106536146667
4,207105.53000000003,325309.82,360285.9,1,32,367388.5910399999
4,345072.98,358765.26,364900.6,2,32,369912.3921999999
4,375316.86,415461.33,387320.70000000007,3,32,362457.0415599996
4,391640.38000000006,380449.9800000001,111983.82,4,32,24005.595090731393
5,167616.58,211250.81000000003,241078.85,1,32,249774.0359199999
5,235755.45,216243.52,207435.69,2,32,213787.64088000017
5,205403.88000000003,211018.71,214911.84,3,32,208233.69332000022
5,510057.99,461850.41,84393.45,4,32,15097.841021478063
6,34012.22,42589.56,43423.65,1,32,52745.91467999991
6,68496.79,61812.86000000002,49777.95,2,32,40995.11023999999
6,59250.29,56944.56999999999,48560.7,3,32,39063.68139999996
6,106748.59,71203.51,13513.33,4,32,2492.997583938665
7,139973.69000000006,186891.25000000003,216609.11,1,32,236051.1003600002
7,297392.44,295425.14,321857.63,2,32,342803.98168
7,270317.34,300944.11,262911.73000000004,3,32,259434.62988000002
7,648031.53,620797.92,67478.4,4,32,11496.237818474692
8,202449.48,293854.85,327208.66000000003,1,32,356492.04832
8,317933.21,320924.67,314375.57,2,32,319750.0785199996
8,307550.19999999995,338347.10999999987,310625.42,3,32,272658.25159999996
8,364756.82000000007,334240.52000000014,97166.48,4,32,16219.46363192037
9,86385.03,139280.46,185409.9,1,32,210442.57887999978
9,265149.81999999995,302905.58,403448.78,2,32,426992.99068000016
9,328839.15,369746.6000000001,393696.87,3,32,369734.27692000003
9,193135.74,213337.86,84439.12,4,32,14422.514796579406
10,155577.94,270409.98,272062.5,1,32,287397.34936000017
10,235741.27,249917.92,305192.30999999994,2,32,356339.80388000025
10,287554.77000000014,339411.92000000004,335007.06,3,32,331233.78772000066
10,337395.53,364432.9,120173.72,4,32,25985.21313811387
11,105257.60000000002,175453.94999999998,182108.31,1,32,198271.33132000023
11,184896.31,163858.43000000002,192244.14,2,32,195094.07707999987
11,186684.16,211180.38,195333.29,3,32,189746.1320799997
11,237509.18,227558.75,63611.06,4,32,21766.670318951972
12,21834.17,29567.090000000004,36931.76,1,32,47383.42207999996
12,46497.11,43929.22,49191.63,2,32,49431.17143999998
12,45344.45,48870.66,45495.35,3,32,42695.372119999905
12,38292.91,37247.32,13474.06,4,32,1467.5609768586676
13,239917.4,356625.7700000001,383691.25,1,32,424209.2355599997
13,377253.53,373184.67,379727.7900000001,2,32,408021.2636399997
13,409534.44,439401.57,407556.82000000007,3,32,384604.7386799994
13,415928.11,388105.2400000001,123066.54,4,32,30498.437792572146
14,108350.13,162121.44,179192.37,1,32,196536.22012
14,185495.81,188178.05,185743.79,2,32,187877.4488799998
14,184822.88,201264.44000000003,185866.18,3,32,167777.74771999996
14,298979.85000000003,288930.36,60464.13,4,32,21213.078368556548
16,48384.42,59520.59,82441.47,1,32,95269.16699999988
16,396672.05,355061.47,386884.08,2,32,418160.6515199999
16,225003.93,245924.98999999996,188017.73,3,32,174541.8839600001
16,55273.37,54457.56999999999,16883.89,4,32,3658.0021029584714
17,92750.91999999998,133918.22,134582.36000000002,1,32,150024.11927999984
17,136375.76,137448.42,134185.97000000006,2,32,131925.1323199998
17,144108.96000000002,149730.5,146137.65,3,32,144126.19840000008
17,191737.44,181211.08,49390.81000000001,4,32,4491.555558108571
18,30020.47,32062.38,39998.69,1,32,45440.42399999998
18,23343.15,27905.81,19762.88,2,32,23074.889839999996
18,6556.54,9753.24,10491.42,3,32,9754.310479999995
18,325146.05,317380.87000000005,47407.26,4,32,4287.172964142859
